title,production_companies,revenue
Jay-Z: Made in America,,0.0
The Man in the Net,['united artists'],0.0
The Power and the Glory,['fox film corporation'],0.0
House of Usher,['rapid heart pictures'],0.0
It Started With A Kiss,['arcola pictures'],0.0
Midnight Crossing,"['vestron pictures', 'team effort', 'limelite studios']",1328001.0
Snake & Mongoose,,0.0
Ruby,,0.0
The Hypnotic Eye,"['bloch/woodfield productions', 'penguin productions']",0.0
They All Kissed the Bride,['columbia pictures corporation'],0.0
Men of the Fighting Lady,['metro-goldwyn-mayer (mgm)'],0.0
"War and Peace, Part IV: Pierre Bezukhov",['mosfilm'],0.0
The Lightkeepers,['new films international'],0.0
Special Mission Lady Chaplin,"['les productions jacques roitfeld', 'fida cinematografica', 'sincronã\xada']",0.0
From the Orient with Fury,"['fida cinematografica', 'les productions jacques roitfeld', 'producciones benito perojo']",0.0
Good Sam,['rainbow productions'],0.0
Delirium,"['20th century fox television', 'chernin entertainment', 'mazur / kaplan company']",0.0
Why Man Creates,['saul bass & associates'],0.0
Moon Zero Two,['hammer film productions'],0.0
Absolute Deception,"['limelight international media entertainment', 'voltage pictures', 'aro entertainment', 'odyssey media']",0.0
The Gambler,"['paramount pictures', 'closest to the hole productions', 'leverage entertainment', 'chartoff-winkler productions']",39171130.0
Dinosaur 13,['statement pictures'],0.0
Chosen Survivors,"['alpine productions', 'metromedia producers corporation (mpc)']",0.0
Loitering with Intent,"['new artists alliance', 'parts and labor', 'mm...buttered panini productions']",0.0
Justice League: Throne of Atlantis,"['dc comics', 'warner bros. feature animation']",0.0
Jay And Silent Bob's Super Groovy Cartoon Movie,"['phase 4 films', 'starktoons', 'smodcast pictures']",0.0
Love and Other Troubles,['bronson club'],0.0
The Turning Point,['paramount pictures'],0.0
Thunder Over the Plains,['warner bros.'],0.0
The Night Heaven Fell,"['iã©na productions', 'union cinã©matographique lyonnaise (ucil)', 'compagnia edizioni internazionali artistiche distribuzione (ceiad)']",0.0
The Invisible Eye,"['el campo cine', 'mmm film zimmermann & co.', 'agat films & cie', 'factor rh producciones']",0.0
The Adventures of Tom Thumb & Thumbelina,"['hyperion pictures', 'philippine animation studio inc.', 'miramax']",0.0
The Ouija Experiment,"['la luna entertainment', 'out of body films']",0.0
Styx,"['film afrika worldwide', 'styx films', 'videal gmbh']",0.0
"Goodbye, My Fancy",['warner bros.'],0.0
Union Depot,['first national pictures'],0.0
The Hills Run Red,"['dino de laurentiis cinematografica', 'c.b. films s.a.']",0.0
The Wind in the Willows,,0.0
Melody for a Street Organ,['sota cinema group'],0.0
The Dolphin: Story of a Dreamer,"['ddg', 'passworld', 'dolphin-films']",0.0
"Swing High, Swing Low",['paramount pictures'],0.0
Toys in the Attic,,0.0
Return from the Ashes,['the mirisch corporation'],0.0
Project: Shadowchaser,"['egm film international', 'north american releasing']",0.0
Redemption Road,"['heavy duty entertainment', 'mvp films', 'liberty road entertainment']",0.0
Willow and Wind,"['nhk', 'cima media international']",0.0
Murder on a Honeymoon,['rko radio pictures'],0.0
Stage Struck,['william dozier productions'],0.0
Heidi,"['studio hamburg filmproduktion', 'omnibus-biography productions']",0.0
Gun Glory,['metro-goldwyn-mayer (mgm)'],0.0
Ritual,['ebf productions'],0.0
"The Foreign Duck, the Native Duck and God in a Coin Locker","['amuse soft entertainment', 'desperado', 'sky perfect well think', 'higashinippon broadcasting co.', 'yomiko advertising', 'ahiru to kamo no koin rokkã¢ seisaku iinkai', 'dub', 'kahoku shimposha']",0.0
"War and Peace, Part II: Natasha Rostova",['mosfilm'],0.0
House Party: Tonight's the Night,,0.0
Miracles,,0.0
"Ride Him, Cowboy","['warner bros.', 'leon schlesinger studios']",0.0
This Woman Is Dangerous,['warner bros.'],0.0
Special Agent,['warner bros.'],0.0
The Fine Art of Love: Mine Ha-Ha,,0.0
Spanish Judges,,0.0
The Helen Morgan Story,['warner bros.'],0.0
Impy's Island,,0.0
Snow White,['golan-globus'],0.0
Romance,"['globo filmes', 'natasha filmes']",0.0
The Window,['guacamole films'],0.0
King Richard And The Crusaders,['warner bros.'],0.0
Jeanne Eagels,['columbia pictures corporation'],0.0
No Down Payment,"['twentieth century fox film corporation', 'jerry wald productions']",0.0
This Could Be the Night,['metro-goldwyn-mayer (mgm)'],0.0
The Hoodlum,['jack schwarz productions'],0.0
Underwater!,['rko radio pictures'],0.0
Return of the Bad Men,['rko radio pictures'],0.0
The Dry Land,,12000.0
Kidco,['twentieth century fox film corporation'],0.0
Splendor,"['gaumont', 'cecchi gori group tiger cinematografica', 'studio el']",0.0
Never Say Goodbye,['warner bros.'],0.0
It Happened in Brooklyn,['metro-goldwyn-mayer (mgm)'],0.0
Vigil in the Night,['rko radio pictures'],0.0
Life Begins for Andy Hardy,['metro-goldwyn-mayer (mgm)'],0.0
The Ice Follies of 1939,['metro-goldwyn-mayer (mgm)'],0.0
The Matchmaker,['metro communications'],0.0
Kenny Rogers as The Gambler,['ken kragen productions'],0.0
Virtue,['columbia pictures'],0.0
The Cup,"['village roadshow', 'screen australia', 'silver lion films', 'film victoria', 'ingenious broadcasting']",0.0
The Iron Mistress,['warner bros.'],0.0
The Web,['universal international pictures (ui)'],0.0
The Big Store,['films 7'],0.0
The Fuller Brush Girl,['columbia pictures corporation'],0.0
Waltz of the Toreadors,['julian wintle/leslie parkyn productions'],0.0
Last Man Standing,"['sony pictures television', 'valhalla motion pictures']",0.0
White Cargo,['metro-goldwyn-mayer (mgm)'],0.0
Eddie Izzard: Force Majeure Live,['universal pictures uk'],0.0
Sittin' on a Backyard Fence,,0.0
Mars,['leningrad popular science film studio'],0.0
Killer Holiday,,0.0
Snow White,"['schweizer fernsehen', 'dschoint ventschr filmproduktion ag']",0.0
The Rising of the Moon,['four provinces films'],0.0
The Feminine Touch,['metro-goldwyn-mayer (mgm)'],0.0
Topaze,['rko radio pictures'],0.0
Susan Slade,['warner bros.'],0.0
The Big Heat,['film workshop'],0.0
Scene of the Crime,,0.0
The Hessen Affair,['corsan productions'],0.0
Scene of the Crime,['metro-goldwyn-mayer (mgm)'],0.0
Riding Shotgun,['warner bros.'],1400000.0
I'll Take Sweden,['edward small productions'],0.0
Johnny Cool,['chrislaw productions'],0.0
Pure Country 2: The Gift,['angry monkey entertainment'],133771.0
"War and Peace, Part III: The Year 1812",['mosfilm'],0.0
Witchboard III: The Possession,"['vista street entertainment', 'fries/schultz film group', 'telescene film group productions']",0.0
Prairie Fever,,0.0
Unstable Fables: Tortoise vs. Hare,"['flame ventures', 'jim henson company, the', 'prana studios']",0.0
Pleasure or Pain,"['visual arts entertainment', 'last night productions', 'the zalman king company']",0.0
"You Lie, You Die","['mercurio domina', 'true love film productions', 'wildside media']",0.0
The Cossacks,['metro-goldwyn-mayer (mgm)'],0.0
The Black Knight,['warwick film productions'],0.0
Home Movies,['slc'],0.0
The Pee-Wee Herman Show on Broadway,,0.0
The Spanish Gardener,['the rank organisation'],0.0
Safety Patrol,,0.0
The Velvet Touch,['independent artists'],0.0
Two Weeks with Love,['metro-goldwyn-mayer (mgm)'],0.0
Shadows Over Chinatown,['monogram pictures'],0.0
Tom Sawyer,,0.0
Me and My Gal,['fox film corporation'],0.0
Venus and Serena,,0.0
Nine Days of One Year,['mosfilm'],0.0
I Died a Thousand Times,['warner bros.'],0.0
Yellowstone Kelly,['warner bros.'],0.0
The Last Challenge,['metro-goldwyn-mayer (mgm)'],0.0
Two Seconds,['first national pictures'],0.0
TekWar,"['universal tv', 'atlantis films']",0.0
The Prisoner,['facet productions'],0.0
Son of Morning,,0.0
"War and Peace, Part I: Andrei Bolkonsky",,0.0
Red Heat,"['aida united', 'tat film']",0.0
Percentage,"['flavor unit entertainment', 'killa films']",0.0
The Beast of Hollow Mountain,"['pelã\xadculas rodrã\xadguez', 'nassour studios inc.']",0.0
The Woman on Pier 13,['rko radio pictures'],0.0
Midnight,,0.0
Hanzo the Razor: Who's Got the Gold?,"['toho company', 'katsu production co. ltd.']",0.0
The Good Die Young,"['romulus films', 'remus']",0.0
Real,"['toho company', 'twins japan', 'wowow entertainment,inc.']",0.0
Playdate,,0.0
The Learning Tree,['winger'],0.0
The Next Voice You Hear....,['metro-goldwyn-mayer (mgm)'],0.0
The Great Rupert,"['george pal productions', 'eagle-lion films']",0.0
The Legend of Hell's Gate: An American Conspiracy,"['silver sail entertainment', '4go west productions', 'flatiron pictures']",0.0
Multiple Sarcasms,['multiple avenue releasing'],0.0
A Woman Called Golda,"['paramount television', 'operation prime time (opt)']",0.0
These Wilder Years,['metro-goldwyn-mayer (mgm)'],0.0
The Burglar,"['columbia pictures corporation', 'samson productions']",0.0
The Bride Wore Red,['metro-goldwyn-mayer (mgm)'],0.0
Touching Home,['ksm film'],0.0
The Roots of Heaven,"['twentieth century fox film corporation', 'darryl f. zanuck productions']",0.0
Tenchu!,"['daiei studios', 'katsu production co. ltd.', 'fuji television network']",0.0
Richard Pryor: Omit the Logic,"['fresh one productions', 'tarnished angel, inc', 'club 55 productions']",0.0
Station West,['rko radio pictures'],0.0
The Student Prince,,0.0
Vicki,['twentieth century fox film corporation'],0.0
Never Let Go,['julian wintle/leslie parkyn productions'],0.0
Heidi,,0.0
Unstable Fables: 3 Pigs & a Baby,,0.0
Richard The Lionheart,"['wonderphil productions', 'claang entertainment', 'doma entertainment']",0.0
Sweeney!,['euston films'],0.0
Hellcats of the Navy,"['columbia pictures', 'morningside productions']",0.0
New World Order,,0.0
The Little Hut,['metro-goldwyn-mayer (mgm)'],0.0
The Adventures of Barry McKenzie,,0.0
Opposing Force,,0.0
Kettle of Fish,,0.0
Winnie Mandela,,0.0
My Mom's a Werewolf,['hairy productions'],0.0
Superstar,"['scope invest', 'rectangle productions.', 'scope pictures']",0.0
The Conspirators,['warner bros.'],0.0
The Lickerish Quartet,"['cinemar', 'peter carsten produktion', 'carstein']",0.0
Shock Treatment,"['belstar productions', 'a.j. films']",0.0
Midnight,,0.0
I Accidentally Domed Your Son,,0.0
The Lovers,,0.0
Skinwalkers,,0.0
Tough Enough,['american cinema productions'],0.0
One Foot in Heaven,,0.0
Mandrake,,0.0
Greetings to the Devil,,0.0
In the Line of Duty: The F.B.I. Murders,,0.0
The Van,['marimark productions'],0.0
It's My Turn,,0.0
Lovesick,"['warner bros.', 'the ladd company']",0.0
Take a Hard Ride,"['bernsen-ludwig-bercovici production', 'cine y television', 'euro international productions']",0.0
The Paranoids,,0.0
Mission Park,,0.0
Snow White: A Deadly Summer,,0.0
Medium Raw,"['black walk productions', 'defiant empire']",0.0
Love on the Side,,0.0
Three Violent People,['paramount pictures corporation'],0.0
The Sheriff of Fractured Jaw,"['twentieth century fox film corporation', 'angel productions']",0.0
Let's Make It Legal,['twentieth century fox film corporation'],0.0
Silent Partner,"['andrew stevens entertainment', 'syndicate films', 'russian american movie company (ramco)']",0.0
Woman Wanted,"['woman wanted productions ltd.', 'phoenician entertainment']",0.0
Trust Me,,0.0
Hail Caesar,['crystal sky worldwide'],0.0
The Gong Show Movie,"['universal pictures', 'chuck barris productions']",0.0
"Ride, Vaquero!",['metro-goldwyn-mayer (mgm)'],0.0
The Virginian,['paramount pictures'],0.0
The Story of Alexander Graham Bell,['twentieth century fox film corporation'],0.0
Hansel and Gretel,['golan-globus productions'],0.0
Phantom Punch,"['access motion pictures', 'byron a. martin productions', 'mp productions']",0.0
Hot Saturday,['paramount pictures'],0.0
Robin of Locksley,['showtime networks'],0.0
The Men's Club,['atlantic entertainment group'],0.0
Soul Power,['antidote films (i)'],0.0
The Waiting City,,0.0
Stars and Stripes Forever,['twentieth century fox film corporation'],0.0
Three Can Play That Game,,0.0
The Gundown,"['freewill films', 'silver bullet films']",0.0
Lone Hero,"['sodona entertainment inc.', 'promark entertainment group', 'gunman productions']",0.0
Johnny Skidmarks,['cinã©pix film properties (cfp)'],0.0
The Black Pimpernel,,0.0
Lionheart,"['hungaro', 'mafilm', 'taliafilm ii productions']",0.0
The Mark,,0.0
The Last Rites of Ransom Pride,['horsethief pictures'],0.0
The Big Mouth,['columbia pictures'],0.0
Parrish,['warner bros.'],4200000.0
The People Against O'Hara,['metro-goldwyn-mayer (mgm)'],0.0
Make Mine Mink,['the rank organisation'],0.0
Space Warriors,"['arc entertainment', 'meteor 17']",0.0
Something of Value,['metro-goldwyn-mayer (mgm)'],0.0
King of the Underworld,['warner bros.'],0.0
Snake Eater,,0.0
Stage Struck,['paramount pictures'],0.0
I Ought to Be in Pictures,['twentieth century fox film corporation'],0.0
The Ghost of Yotsuya,['shintoho film distribution committee'],0.0
Way Way Out,"['coldwater', 'way out company']",0.0
Velocity Trap,,0.0
The Painted Hills,['metro-goldwyn-mayer (mgm)'],0.0
Gumnaam,['prithvi pictures'],0.0
In Cold Blood,,0.0
Week-End at the Waldorf,['metro-goldwyn-mayer (mgm)'],0.0
We Were Strangers,"['horizon pictures', 'columbia pictures corporation']",0.0
The River Rat,['cinema group ventures'],1142944.0
Tom Thumb,['canal plus group'],0.0
The Hound of the Baskervilles,,0.0
The Inheritance,,0.0
The Trap,['monogram pictures'],0.0
Voodoo Moon,['idt entertainment'],0.0
Today We Live,['metro-goldwyn-mayer (mgm)'],0.0
Restitution,,0.0
The Tunnel of Love,['arwin productions'],0.0
Razortooth,['capital arts entertainment'],0.0
The Legend of Bloody Mary,"['lionsgate', 'mk4 productions', 'vision one pictures', 'grindstone', 'leomark studios', 'red cam studios']",0.0
Middle of the Night,['columbia pictures'],0.0
The D.I.,['mark vii ltd.'],0.0
Who Was That Lady?,"['columbia pictures', 'ansark-sidney']",0.0
Walking Tall Part II,"['bing crosby productions', 'cinerama productions corp.']",0.0
Time Limit,"['united artists', 'heath productions']",0.0
Lost Signal,,0.0
Slap Shot 3: The Junior League,['universal studios home entertainment family productions'],0.0
Laughter in Paradise,['mario zampi productions'],0.0
Fun on a Weekend,,0.0
Almost 18,['huh huh -filmi oy'],0.0
Fist of Jesus,['eskoria films'],0.0
Print the Legend,,0.0
He Who Dares,"['templeheart films', 'content media corp.', 'runaway features']",0.0
Anina,"['antorcha films', 'rain dogs cine', 'palermo estudio']",0.0
Against the Sun,['the american film company'],0.0
The Divine Move,,0.0
"A Reason to Live, a Reason to Die",['atlã¡ntida films'],0.0
Bowery at Midnight,"['monogram pictures', 'banner productions']",0.0
Carnival of Sinners,['continental films'],0.0
Lucky Country,,0.0
Duffy,['columbia pictures corporation'],0.0
Tasting Menu,"['eurimages', 'instituto de la cinematografã\xada y de las artes audiovisuales (icaa)']",0.0
Night Will Fall,['spring films'],0.0
Pony Soldier,['twentieth century fox film corporation'],0.0
The Amazing Catfish,['cine canibal'],0.0
The Court-Martial of Jackie Robinson,"['turner pictures', 'von zerneck sertner films']",0.0
The Perils of Pauline,,0.0
Black Magic,"['united artists', 'edward small productions']",0.0
Three Cases of Murder,,0.0
The Fountain of Youth,,0.0
Parade,"['sveriges radio (sr)', 'gray-film']",0.0
Always for Pleasure,,0.0
Port of Flowers,"['shochiku co., ltd.']",0.0
The Living Magoroku,['shochiku company'],0.0
Jubilation Street,['shochiku company'],0.0
Army,['shochiku ofuna'],0.0
Morning for the Osone Family,"['shochiku co., ltd.']",0.0
She Was Like a Wild Chrysanthemum,['shã´chiku eiga'],0.0
The River Fuefuki,['shochiku ofuna'],0.0
Immortal Love,['shochiku ofuna'],0.0
Legend of a Duel to the Death,"['shochiku company', 'shã´chiku eiga']",0.0
That Night's Wife,['shã´chiku eiga'],0.0
Citizen Koch,,0.0
We Still Kill the Old Way,['richwater films'],0.0
In Our Garden,['ventura hi-way productions'],0.0
Giuseppe Makes a Movie,,0.0
Youth of the Son,['shã´chiku eiga'],0.0
The Arrival of Wang,"['pepito produzioni', 'manetti bros. film']",0.0
Walker,,0.0
One Step Ahead of My Shadow,['leon schlesinger studios'],0.0
Amuck!,['west films'],0.0
Lad: A Dog,['vanguard productions (i)'],0.0
Horror of the Blood Monsters,"['independent international pictures (i-i)', 'tal productions']",0.0
Smiling Maniacs,,0.0
Season For Assassins,['mirage cinematografica'],0.0
Low Down,"['bona fide productions', 'epoch films', 'heretic films']",0.0
"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""",['showtime networks'],0.0
Margaret,"['british broadcasting corporation (bbc)', 'great meadow productions']",0.0
Paper Planes,['arenamedia'],0.0
DRIVE,,0.0
Hard Luck Hero,,0.0
Bunny Drop,['showgate'],0.0
I Know You Know,['parallax east'],0.0
Awaydays,['red union films'],0.0
Double Game,,0.0
A Long Ride from Hell,['b.r.c. produzione s.r.l.'],0.0
Body Fat Index of Love,,0.0
Burning Blue,"['lionsgate', 'off hollywood pictures', 'offhollywood digital', 'burning blue the film l.p.']",0.0
BjÃ¶rk: Biophilia Live,,0.0
The Missouri Traveler,"['c.v. whitney pictures', 'buena vista film distribution company']",0.0
Those Calloways,['walt disney productions'],0.0
The Deserter,"['jadran film', 'dino de laurentiis cinematografica', 'heritage enterprises inc.']",0.0
Torch Singer,['paramount pictures'],0.0
The Diary of Anne Frank,['20th century fox television'],0.0
El compadre Mendoza,['interamericana films'],0.0
Le Grand Jeu,,0.0
Bad Seed,['compagnie nouvelle commerciale'],0.0
Red Ensign,['gainsborough pictures'],0.0
Love and Distrust,,0.0
"AquÃ­ llega Condemor, el pecador de la pradera","['producciones a.s.h. films s.a.', 'canal+ espana', 'antena 3 televisiã³n']",1705030.0
El asombroso mundo de Borjamari y Pocholo,"['telecinco', 'estudios picasso', 'amiguetes entertainment', 'canal+ espaã±a', 'instituto de la cinematografã\xada y de las artes audiovisuales (icaa)', 'apache films']",3367646.0
2012: Ice Age,,0.0
FBI: Frikis buscan incordiar,['manga films'],928391.0
Isi/Disi - Amor a lo bestia,"['lolafilms', 'intuition films']",0.0
Red Salute,"['edward small productions', 'reliance pictures']",0.0
The Case of the Curious Bride,['warner bros.'],0.0
The Case of the Lucky Legs,['warner bros.'],0.0
La Bandera,,0.0
The Beast in Heat,"['sonora films', 'eterna film']",0.0
Doubting Thomas,['fox film corporation'],0.0
A Blade in the Dark,"['national cinematografica', 'nuova dania cinematografica']",0.0
The Phantom Light,['gainsborough pictures'],0.0
Seven Alone,,0.0
Pretty Cool,,0.0
Ned Rifle,['possible films'],0.0
Time in the Minors,['oh! show productions'],0.0
Stars Above,,0.0
Not Another Happy Ending,"['synchronicity films', 'british film company']",0.0
Mortdecai,"['lionsgate', 'mad chance', 'oddlot entertainment', 'huayi brothers media']",30418560.0
Fifty Shades of Grey,"['focus features', 'trigger street productions', 'michael de luca productions']",571006128.0
Expelled,,0.0
Buffalo Girls,['union entertainment group (ii)'],0.0
Gregory Go Boom,,0.0
The Periwig-Maker,['three mills studios'],0.0
Kiwi!,,0.0
Santa's Pocket Watch,,0.0
BjÃ¶rk at the Royal Opera House,,0.0
The Fox and the Hare,['soyuzmultfilm'],0.0
Christmas Comes but Once a Year,,0.0
Crac,,0.0
Reggie Watts: Why Shit So Crazy?,['waverly films'],0.0
Syrinx,,0.0
Curb Dance,,0.0
Desire: The Vampire,"['green/epstein productions', 'columbia pictures television']",0.0
Manson,"['tobann international pictures', 'merrick international']",0.0
Fright to the Finish,['famous studios'],0.0
Guyana Tragedy: The Story of Jim Jones,['the kã¶nigsberg company'],0.0
"I Want a Dog for Christmas, Charlie Brown",,0.0
Impure Thoughts,,0.0
It's a Bird,,0.0
The Trip to Squash Land,,0.0
Charlie Brown's Christmas Tales,,0.0
Eat,['periscope entertainment'],0.0
Garfield's Halloween Adventure,['20th century fox home entertainment'],0.0
"It's Christmastime Again, Charlie Brown",,0.0
Halloweentown,"['ventura valley films', 'just singer entertainment']",0.0
Halloweentown II: Kalabar's Revenge,['just singer entertainment'],0.0
Halloweentown High,"['reel fx creative studios', 'disney channel']",0.0
Nocturna Artificialia,['british film institute (bfi)'],0.0
Santa Claus,['george albert smith films'],0.0
Surprise,,0.0
Trick or Treat,['walt disney productions'],0.0
Vengeance: The Story of Tony Cimo,"['nederlander television & film productions', 'robirdie pictures']",0.0
Within the Woods,,0.0
100 Years at the Movies,['turner classic movies (tcm)'],0.0
Apple Jack,,0.0
The Butter Battle Book,"['turner network television (tnt)', 'bakshi animation']",0.0
Corn on the Cop,['warner bros.'],0.0
The Black Imp,['star film company'],0.0
Halloween is Grinch Night,['depatie-freleng enterprises (dfe)'],0.0
Marilyn in Manhattan,['virgil films'],0.0
Rage of Angels,['nbc productions'],0.0
Rage of Angels: The Story Continues,['nbc productions'],0.0
Rudolph the Red-Nosed Reindeer,['jam handy organization (jho)'],0.0
Signs,,0.0
The Fat Albert Halloween Special,['filmation associates'],0.0
Season's Greetings,,0.0
The Dot and the Line: A Romance in Lower Mathematics,['metro-goldwyn-mayer (mgm)'],0.0
Nantucket Film Festival's Comedy Roundtable,,0.0
Rubber Johnny,['warp films'],0.0
Act da Fool,,0.0
En rachÃ¢chant,,0.0
A Flower,,0.0
Boo to You Too! Winnie the Pooh,,0.0
Sleeping Betty,,0.0
Betty Boop's Hallowe'en Party,['fleischer studios'],0.0
Halloween,['screen gems'],0.0
Barbie: A Fashion Fairytale,"['mattel', 'evolution films']",0.0
The Halloween That Almost Wasn't,['vestron pictures'],0.0
The Mystery of the Leaping Fish,['triangle film corporation'],0.0
The 3 Rs,['viennale'],0.0
Brutal Relax,"['eskoria films', 'fantosfreak', 'soulpsychokiller']",0.0
Franz Kafka's a Country Doctor,,0.0
Pluto's Christmas Tree,"['rko radio pictures', 'walt disney productions']",0.0
Stille Nacht I,"['koninck studios', 'mtv networks']",0.0
Holiday for Drumsticks,,0.0
The Horseplayer,,0.0
Coven,['northwest productions'],0.0
Rehearsals for Extinct Anatomies,['koninck studios'],0.0
Suur TÃµll,,0.0
We Can Be Heroes,,0.0
Bob's Birthday,,0.0
Broom-Stick Bunny,['warner bros.'],0.0
Chainsaw Maid,,0.0
The Little Matchgirl,"['walt disney pictures', 'walt disney animation studios']",0.0
The Haunted House,"['walt disney pictures', 'celebrity productions']",0.0
How They Get There,,0.0
Istanbul,,0.0
"Hen, His Wife",,0.0
Inside The X-Files,,0.0
The Horribly Slow Murderer with the Extremely Inefficient Weapon,['chaotic rampage american pictures'],0.0
Norm MacDonald: Me Doing Standup,,0.0
A Flintstones Christmas Carol,['hanna-barbera'],0.0
Hedgehog in the Fog,['soyuzmultfilm'],0.0
The Cat's Out,"['columbia pictures', 'walt disney productions']",0.0
Claymation Comedy of Horrors,,0.0
The Last Farm,,0.0
Snowballs,,0.0
"Danger! 50,000 Zombies",,0.0
Bouncing Babies,['hal roach studios'],0.0
Stella: Live in Boston,['shout! factory'],0.0
Diario de un skin,,0.0
The Black Cat,['universal pictures'],0.0
All About Anna,"['zentropa productions', 'innocent pictures']",0.0
Let's Get Those English Girls,['les films galaxie'],0.0
Archie To Riverdale and Back Again,"['patchett kaufman entertainment', 'dic entertainment']",0.0
Babette Goes to War,"['iã©na productions', 'les films ariane']",0.0
Darling Trap,"['la mouche du coche films', 'iris productions', 'iris films', 'rã©zo films']",0.0
Special Delivery,,0.0
Mr. Average,,0.0
Cutie Honey,['gainax'],0.0
"Delphine 1, Yvan 0",,0.0
Doomsday Prophecy,"['cinetel films', 'reel one entertainment', 'doomsday productions']",0.0
Love Can Seriously Damage Your Health,,0.0
The Cave of the Golden Rose,"['reteitalia', 'silvio berlusconi communications']",0.0
Human Touch,"['illumination films', 'go paterson films pty ltd']",0.0
King Kelly,['seethink films'],0.0
La Bande du drugstore,"['france 2 cinã©ma', 'studiocanal', 'canal+', 'france tã©lã©vision images', '3b productions', 'centre national de la cinã©matographie (cnc)', 'studio images 8']",0.0
The Slap,"['gaumont', 'euro international film (eia)', 'productions 2000']",0.0
Lahore,,0.0
The King's Whore,"['cinema & cinem', 'afc']",0.0
Latitudes,['tnt'],0.0
Frenchmen 2,,0.0
The Last Diamond,"['canal+', 'belgacom', 'cinã©+', 'scope pictures', 'film fund luxembourg', 'bidibul productions', 'vertigo', 'backup media', 'b mediaexport', 'cn3 productions', 'indã©films 2']",0.0
"Le printemps, l'automne et l'amour",,0.0
1001 Nights,"['telepool', 'cinã©max', 'club investissement mã©dia', 'rai 2', 'tã©lã©max', 'antenne-2 france']",0.0
Lightspeed,,0.0
Meilleur espoir fÃ©minin,,0.0
"Mercredi, folle journÃ©e !",,0.0
Mr Reliable,,0.0
Ninette,['nickel odeon'],0.0
Nom de code : Rose,['europacorp'],0.0
Opposite Day,,0.0
Powder Room,,0.0
Shirin in Love,,0.0
The Christmas Wish,,0.0
The Sex and Violence Family Hour,,0.0
All That... for This?!,,0.0
Who Do I Gotta Kill?,['rsvp productions'],0.0
Marihuana,['roadshow attractions'],0.0
"So Sweet, So Dead",['produzioni cinematografiche romane (p.c.r.)'],0.0
Chronicle of a Homicide,,0.0
The Shadow Men,"['bruin grip services', 'encounter productions']",0.0
Seventh Heaven,,0.0
They Were Five,['cinã©-arys'],0.0
Stop Train 349,,0.0
Ferryman Maria,['pallas film'],0.0
"Thank You, Jeeves!",['twentieth century fox film corporation'],0.0
Homework,,0.0
Internes Can't Take Money,['paramount pictures'],0.0
Green Light,['warner bros.'],0.0
Black Belly of the Tarantula,"['p.a.c.', 'metro-goldwyn-mayer (mgm)', 'da ma produzione']",0.0
Maid of Salem,['paramount pictures'],0.0
Double Or Nothing,,0.0
Second Honeymoon,['twentieth century fox film corporation'],0.0
I Met Him in Paris,['paramount pictures'],0.0
Dance Program,['productions sigma'],0.0
Boys' School,['dimeco productions'],0.0
Vessel of Wrath,['mayflower pictures corporation'],0.0
Idiot's Delight,['metro-goldwyn-mayer (mgm)'],0.0
Invitation to Happiness,,0.0
Subliminal Seduction,,0.0
Virtual Combat,['amritraj / stevens entertainment'],0.0
The Skateboard Kid II,['concorde-new horizons'],0.0
The Terror Within II,['concorde pictures'],0.0
Beyond the Fear,,0.0
Modris,,0.0
Deliverance Creek,['lifetime television'],0.0
Wolves,"['copperheart entertainment', 'entertainment one', 'dark hero studios']",0.0
The Woodcarver,"['nasser group, north']",0.0
The Encounter,,0.0
Big Sur,"['3311 productions', 'troy entertainment']",33621.0
The Unexpected Love,,0.0
Apostle Peter and the Last Supper,,0.0
The Adventures of AndrÃ© and Wally B.,"['lucasfilm', 'pixar animation studios']",0.0
Face of Terror,,0.0
The Harmony Game,,0.0
Kamikaze,['cangrejo films'],0.0
Planet Ocean,['universal pictures'],0.0
Stalag Luft,['yorkshire television'],0.0
We'll Never Have Paris,"['marc platt productions', 'bifrost pictures', 'the bridge finance company', 'palmstar media', 'e2b capital', 'h3 films']",0.0
American Heist,"['ngn productions', 'glacier films', 'maple leaf finance primeredian entertainment']",0.0
The Good Son,,0.0
Miraculum,['item 7'],0.0
Solyaris,"['studio ""orlenok"", central television ussr', 'iz sobraniya gosteleradio']",0.0
Mother Earth,,0.0
The Pacific,"['playtone', 'hbo', 'dreamworks television']",0.0
A Visitor to a Museum,,0.0
The Hyperboloid of Engineer Garin,['gorky film studios'],0.0
Cosmic Journey,['mosfilm'],0.0
Two: The Story of Roman & Nyro,,0.0
Strange Magic,"['lucasfilm', 'touchstone pictures']",13603453.0
Paris-Manhattan,"['snd', 'canal+', 'france tã©lã©vision', 'vendome pictures', 'cinã©+', 'palatine ã‰toile 9', 'france 2 cinã©ma', 'sofica a plus images 3', 'dã©velopimage']",0.0
The Flying Machine,"['breakthru films', 'smb investments']",0.0
7 Days in Havana,"['morena films', 'full house', 'chaocorp distribution']",0.0
The DUFF,"['wonderland sound and vision', 'cbs films', 'vast entertainment']",43528634.0
Tower Block,['creativity media'],0.0
Fort McCoy,,0.0
Age of Ice,['the asylum'],0.0
The Girl with a Pistol,['documento film'],0.0
Love Steaks,"[""hochschule fã¼r film und fernsehen 'konrad wolf'"", 'mamoko entertainment']",0.0
The Remaining,"['affirm films', 'sunrise pictures', 'cinematic', 'baron films']",1169603.0
