title,revenue,budget,return,release_year
"vodka, mr. palmu",0.0,0.0,0.0,1969
superpower,0.0,0.0,0.0,2008
repentance,215496.0,0.0,0.0,1984
the artist and the model,0.0,0.0,0.0,2012
sniper: reloaded,0.0,0.0,0.0,2011
puss in boots: the three diablos,0.0,0.0,0.0,2011
head over heels,0.0,0.0,0.0,2010
meu passado me condena,0.0,0.0,0.0,2013
my mom is a character,0.0,0.0,0.0,2013
blood out,0.0,0.0,0.0,2011
daylight,0.0,0.0,0.0,2013
the cat concerto,0.0,0.0,0.0,1947
the french minister,0.0,5112027.0,0.0,2013
why don't you play in hell?,0.0,0.0,0.0,2013
spanish affair,0.0,3000000.0,0.0,2014
such good friends,0.0,0.0,0.0,1971
sextette,0.0,0.0,0.0,1978
the human factor,0.0,0.0,0.0,1979
love simple,0.0,0.0,0.0,2009
on my way,0.0,0.0,0.0,2013
spider,0.0,0.0,0.0,2007
george & a.j.,0.0,0.0,0.0,2009
age of uprising: the legend of michael kohlhaas,0.0,0.0,0.0,2013
nobody owns me,0.0,0.0,0.0,2013
cosmic psychos: blokes you can trust,0.0,80000.0,0.0,2013
the next man,0.0,0.0,0.0,1976
wanda nevada,2411145.0,0.0,0.0,1979
the 'human' factor,0.0,0.0,0.0,1975
prison terminal: the last days of private jack hall,0.0,0.0,0.0,2013
"bless me, ultima",1553826.0,0.0,0.0,2013
blondes at work,0.0,0.0,0.0,1938
blondie of the follies,0.0,0.0,0.0,1932
blood and roses,0.0,0.0,0.0,1960
space pirate captain harlock,17137302.0,30000000.0,0.5712434,2013
schwestern,0.0,0.0,0.0,2014
dragonwyck,0.0,0.0,0.0,1946
the hunting party,0.0,0.0,0.0,1971
grandma's boy,0.0,0.0,0.0,1922
stay as you are,0.0,0.0,0.0,1978
our modern maidens,0.0,0.0,0.0,1929
brotherhood,0.0,0.0,0.0,2009
two queens and one consort,0.0,0.0,0.0,1981
le crocodile du botswanga,0.0,10916704.0,0.0,2014
stunts,0.0,0.0,0.0,1977
w.w. and the dixie dancekings,0.0,0.0,0.0,1975
from within,66456.0,0.0,0.0,2009
blood crime,0.0,0.0,0.0,2002
blood night: the legend of mary hatchet,0.0,3000000.0,0.0,2009
bloodfist,0.0,0.0,0.0,1989
captain america: the winter soldier,714766572.0,170000000.0,4.204509247058824,2014
pioneer,0.0,7500000.0,0.0,2013
naked harbour,0.0,0.0,0.0,2012
asphalt playground,0.0,0.0,0.0,2012
starred up,54915.0,0.0,0.0,2013
kill me now,0.0,90.0,0.0,2012
key of life,0.0,0.0,0.0,2012
mass effect: paragon lost,0.0,0.0,0.0,2012
beautiful darling,0.0,0.0,0.0,2010
noah,362637473.0,125000000.0,2.901099784,2014
the nut job,0.0,0.0,0.0,2014
avengers confidential: black widow & punisher,0.0,0.0,0.0,2014
belle and sebastian,0.0,0.0,0.0,2013
amazonia,0.0,0.0,0.0,2013
aya of yop city,0.0,0.0,0.0,2013
takedown: the dna of gsp,0.0,0.0,0.0,2014
a man called adam,0.0,0.0,0.0,1966
april showers,0.0,0.0,0.0,2009
today,0.0,0.0,0.0,2013
the judge and the assassin,0.0,0.0,0.0,1976
a gang story,0.0,0.0,0.0,2011
gabrielle,0.0,0.0,0.0,2013
wolf,0.0,0.0,0.0,2013
who is killing the great chefs of europe?,0.0,0.0,0.0,1978
stardust,0.0,0.0,0.0,1974
the green slime,0.0,0.0,0.0,1968
blondie johnson,0.0,0.0,0.0,1933
mistaken for strangers,137460.0,0.0,0.0,2013
i hate myself :),0.0,0.0,0.0,2013
donâ€™t stop believinâ€™: everymanâ€™s journey,0.0,0.0,0.0,2013
blank city,99303.0,0.0,0.0,2011
bloodknot,0.0,0.0,0.0,1995
bloodrayne: the third reich,0.0,10000000.0,0.0,2010
outlaw blues,0.0,1900000.0,0.0,1977
sky riders,0.0,0.0,0.0,1976
the prisoner of zenda,0.0,0.0,0.0,1979
the haunted,0.0,0.0,0.0,1991
across to singapore,596000.0,290000.0,2.055172413793104,1928
george and the dragon,0.0,32000000.0,0.0,2004
man at bath,0.0,0.0,0.0,2010
our paradise,0.0,0.0,0.0,2011
bloodrayne: deliverance,0.0,10000000.0,0.0,2007
bloody murder 2: closing camp,0.0,325000.0,0.0,2003
boarding school,0.0,0.0,0.0,1978
kalevala - uusi aika,0.0,0.0,0.0,2013
a town called hell,0.0,0.0,0.0,1971
the other side of the mountain: part ii,0.0,0.0,0.0,1978
a little stiff,0.0,0.0,0.0,1991
season of monsters,0.0,0.0,0.0,1987
my way home,0.0,0.0,0.0,1965
diplomacy,3946880.0,0.0,0.0,2014
by the pricking of my thumbs,0.0,0.0,0.0,2005
partners in crime,0.0,0.0,0.0,2012
king of comedy,0.0,0.0,0.0,1999
alaskaland,0.0,0.0,0.0,2013
13 sins,13809.0,5000000.0,0.0027618,2014
slacker 2011,0.0,0.0,0.0,2011
the legend of hercules,61279452.0,70000000.0,0.8754207428571429,2014
muppets most wanted,80383290.0,50000000.0,1.6076658,2014
bob saget: that ain't right,0.0,0.0,0.0,2007
bobcat goldthwait: you don't look the same either,0.0,0.0,0.0,2012
me two,0.0,0.0,0.0,2008
the dinner guest,0.0,0.0,0.0,2007
do you wanna know a secret?,0.0,0.0,0.0,2001
"man, woman & the wall",0.0,0.0,0.0,2006
dom hemingway,523511.0,0.0,0.0,2013
the missing picture,52164.0,0.0,0.0,2014
gleason,0.0,0.0,0.0,2002
electrick children,0.0,0.0,0.0,2012
me and you,0.0,0.0,0.0,2012
moebius,2340.0,0.0,0.0,2013
night gallery,0.0,0.0,0.0,1969
a pool without water,0.0,0.0,0.0,1982
blood ties,2415472.0,25500000.0,0.0947243921568627,2013
wetlands,0.0,0.0,0.0,2013
free to play,0.0,150000.0,0.0,2014
survival island,0.0,9000000.0,0.0,2005
trailer park jesus,0.0,0.0,0.0,2012
jean-michel basquiat: the radiant child,0.0,0.0,0.0,2010
barabbas,0.0,0.0,0.0,1953
barabbas,0.0,0.0,0.0,2013
"boeing, boeing",0.0,0.0,0.0,1965
bond girls are forever,0.0,0.0,0.0,2002
junior,0.0,8358460.0,0.0,2014
nitro circus: the movie,3903479.0,0.0,0.0,2012
the unknown known,0.0,0.0,0.0,2013
best man down,1938.0,1500000.0,0.001292,2012
boots and saddles,0.0,0.0,0.0,1937
border feud,0.0,0.0,0.0,1947
border run,0.0,5000000.0,0.0,2012
the machine,0.0,0.0,0.0,2013
the loves of pharaoh,0.0,0.0,0.0,1922
breaking the silence: truth and lies in the war on terror,0.0,0.0,0.0,2003
seizure,0.0,250000.0,0.0,1974
palestine is still the issue,0.0,0.0,0.0,2003
in the blood,0.0,10000000.0,0.0,2014
the girl from the naked eye,0.0,1100000.0,0.0,2012
mã¶bius,0.0,0.0,0.0,2013
"sheba, baby",0.0,0.0,0.0,1975
forgetting the girl,0.0,200.0,0.0,2012
celestial wives of the meadow mari,0.0,0.0,0.0,2012
viva knievel!,0.0,0.0,0.0,1977
going postal,0.0,0.0,0.0,2010
her master's voice,0.0,0.0,0.0,2012
sun don't shine,0.0,0.0,0.0,2012
the quiet ones,17834867.0,200000.0,89.174335,2014
draft day,28831145.0,25000000.0,1.1532458,2014
the mysterious geographic explorations of jasper morello,0.0,0.0,0.0,2005
detour,0.0,0.0,0.0,2013
girls against boys,0.0,0.0,0.0,2012
we are the best!,180590.0,0.0,0.0,2013
borderline,0.0,3700000.0,0.0,2002
scary or die,0.0,0.0,0.0,2012
when jews were funny,0.0,0.0,0.0,2013
big jim mclain,0.0,0.0,0.0,1952
borrowed hearts,0.0,0.0,0.0,1997
the thirteen,0.0,0.0,0.0,1937
the raid 2,2627209.0,4500000.0,0.5838242222222222,2014
metro manila,0.0,0.0,0.0,2013
sparks,0.0,0.0,0.0,2013
trancers ii: the return of jack deth,0.0,0.0,0.0,1991
sã©rie noire,0.0,0.0,0.0,1979
the oyster princess,0.0,0.0,0.0,1919
superdad,0.0,0.0,0.0,1973
policewomen,0.0,0.0,0.0,1974
bounty hunters,0.0,0.0,0.0,2011
boy,0.0,0.0,0.0,2009
"boy, did i get a wrong number!",0.0,0.0,0.0,1966
boys' night out,0.0,0.0,0.0,1962
maternal half-brothers,0.0,0.0,0.0,1988
brain smasher... a love story,0.0,0.0,0.0,1993
mc5: kick out the jams,0.0,0.0,0.0,1999
the loving story,0.0,0.0,0.0,2011
boca,0.0,0.0,0.0,2010
the amazing spider-man 2,705717432.0,200000000.0,3.52858716,2014
love meetings,0.0,0.0,0.0,1965
graceland,0.0,0.0,0.0,2012
that'll be the day,0.0,0.0,0.0,1973
dragonfly,0.0,0.0,0.0,1976
the slams,0.0,0.0,0.0,1973
son of batman,0.0,0.0,0.0,2014
terror beneath the sea,0.0,0.0,0.0,1966
trancers 3: deth lives,0.0,0.0,0.0,1992
16 acres,0.0,0.0,0.0,2012
shenandoah,0.0,0.0,0.0,2012
calvary,0.0,0.0,0.0,2014
the iran job,0.0,0.0,0.0,2012
oculus,44030246.0,5000000.0,8.8060492,2013
o. henry's full house,0.0,0.0,0.0,1952
angels in the outfield,0.0,0.0,0.0,1951
"sweet jesus, preacherman",0.0,0.0,0.0,1973
the strange world of planet x,0.0,0.0,0.0,1958
god's not dead,29789000.0,17000000.0,1.7522941176470588,2014
dinoshark,0.0,0.0,0.0,2010
our blushing brides,0.0,0.0,0.0,1930
cold in july,427418.0,0.0,0.0,2014
the second woman,0.0,0.0,0.0,1950
hit lady,0.0,0.0,0.0,1974
all american chump,0.0,0.0,0.0,1936
american cyborg: steel warrior,447784.0,0.0,0.0,1994
arsã¨ne lupin,0.0,0.0,0.0,1932
beauty and the beast,0.0,0.0,0.0,1962
beauty and the beast,0.0,0.0,0.0,2009
beauty and the beast,49100000.0,33000000.0,1.4878787878787878,2014
g@me.,0.0,0.0,0.0,2003
claustrofobia,0.0,0.0,0.0,2011
witching & bitching,0.0,8000000.0,0.0,2013
lovin' molly,0.0,0.0,0.0,1974
march or die,0.0,0.0,0.0,1977
the norseman,0.0,0.0,0.0,1978
la seã±al,0.0,0.0,0.0,2007
rio 2,500188435.0,103000000.0,4.856198398058252,2014
an honest liar,0.0,0.0,0.0,2014
ein schnitzel fã¼r drei,0.0,0.0,0.0,2010
echoes from the dead,0.0,0.0,0.0,2013
in your eyes,0.0,1000000.0,0.0,2014
bears,0.0,0.0,0.0,2014
breaking point,0.0,2500000.0,0.0,2009
breakthrough,0.0,0.0,0.0,1950
bridge to the sun,0.0,0.0,0.0,1961
fading gigolo,2681345.0,0.0,0.0,2013
transcendence,103039258.0,100000000.0,1.03039258,2014
the reckoning,0.0,0.0,0.0,1970
leo the last,0.0,0.0,0.0,1970
hatchet iii,0.0,0.0,0.0,2013
wake wood,0.0,0.0,0.0,2011
heaven is for real,101332962.0,12000000.0,8.4444135,2014
mondo hollywood,0.0,0.0,0.0,1967
bright lights,0.0,0.0,0.0,1930
made for each other,0.0,0.0,0.0,1971
pulling strings,0.0,0.0,0.0,2013
bullet ballet,0.0,0.0,0.0,1998
the other woman,196781193.0,40000000.0,4.919529825,2014
a haunted house 2,0.0,0.0,0.0,2014
what matters most,0.0,0.0,0.0,2001
mulan ii,0.0,0.0,0.0,2004
jupiter's darling,0.0,0.0,0.0,1955
along the sungari river,0.0,0.0,0.0,1947
ghost adventures,0.0,0.0,0.0,2007
out of the blue,0.0,0.0,0.0,2002
le week-end,2225098.0,0.0,0.0,2013
ikigami: the ultimate limit,0.0,0.0,0.0,2008
the glass slipper,0.0,0.0,0.0,1955
all about the feathers,0.0,0.0,0.0,2013
vampire academy,0.0,0.0,0.0,2014
dead in the water,0.0,0.0,0.0,2002
girl on a bicycle,0.0,0.0,0.0,2013
which way to the front?,0.0,0.0,0.0,1970
the liberation of l.b. jones,0.0,0.0,0.0,1970
robocroc,0.0,0.0,0.0,2013
brick mansions,68896829.0,28000000.0,2.460601035714286,2014
devil's knot,0.0,15000000.0,0.0,2013
bright lights,0.0,0.0,0.0,1935
bright road,0.0,0.0,0.0,1953
broadway melody of 1938,0.0,0.0,0.0,1937
broadway rhythm,0.0,0.0,0.0,1944
broadway serenade,0.0,0.0,0.0,1939
firstborn,0.0,0.0,0.0,1984
nature of the beast,0.0,0.0,0.0,1995
the master gunfighter,0.0,3500000.0,0.0,1975
conquest 1453,0.0,16000000.0,0.0,2012
the rocket,0.0,1525000.0,0.0,2013
the 100 year-old man who climbed out the window and disappeared,0.0,9250000.0,0.0,2013
locke,4635300.0,2000000.0,2.31765,2014
ninja 4: siege,0.0,0.0,0.0,1964
the point men,0.0,0.0,0.0,2001
mortified nation,0.0,0.0,0.0,2013
alter egos,0.0,0.0,0.0,2012
rage,0.0,21000000.0,0.0,2014
a study in scarlet,0.0,0.0,0.0,1933
anne of green gables,0.0,0.0,0.0,1934
before dawn,0.0,0.0,0.0,1933
belle of the yukon,0.0,0.0,0.0,1944
september,0.0,0.0,0.0,2013
tungsten,0.0,0.0,0.0,2011
garden lovers,0.0,460000.0,0.0,2014
pompeii,117831631.0,130000000.0,0.9063971615384616,2014
all that glitters,0.0,0.0,0.0,2010
the ultimate accessory,0.0,1400000.0,0.0,2013
donovan's echo,0.0,0.0,0.0,2011
13/13/13,0.0,0.0,0.0,2013
age of dinosaurs,0.0,0.0,0.0,2013
slavoj å½iå¾ek: the reality of the virtual,0.0,11.0,0.0,2004
attack from space,0.0,0.0,0.0,1965
ten violent women,0.0,0.0,0.0,1982
golden christmas 2,0.0,0.0,0.0,2011
a fever in the blood,0.0,0.0,0.0,1961
a golden christmas,0.0,0.0,0.0,2009
a golden christmas 3,0.0,0.0,0.0,2013
a haunting at silver falls,0.0,0.0,0.0,2013
three faces east,0.0,0.0,0.0,1930
mumblecore,0.0,0.0,0.0,2011
little fauss and big halsy,0.0,0.0,0.0,1970
silver bears,0.0,0.0,0.0,1978
the man who loved cat dancing,0.0,0.0,0.0,1973
il capitano: a swedish requiem,0.0,0.0,0.0,1991
neighbors,268157400.0,18000000.0,14.897633333333332,2014
the girl,0.0,0.0,0.0,2009
man in the wilderness,0.0,0.0,0.0,1971
trick,0.0,0.0,0.0,2010
the gladiators,0.0,0.0,0.0,1969
soleil o,0.0,0.0,0.0,1967
powers of ten,0.0,0.0,0.0,1977
a resurrection,0.0,0.0,0.0,2013
alpha and omega 2: a howl-iday adventure,0.0,0.0,0.0,2013
alpha and omega 3: the great wolf games,0.0,0.0,0.0,2014
ambushed,0.0,0.0,0.0,2013
axed,0.0,0.0,0.0,2012
all of me,0.0,0.0,0.0,2013
"a fragile trust: plagiarism, power, and jayson blair at the new york times",0.0,0.0,0.0,2014
henry kissinger: secrets of a superpower,0.0,0.0,0.0,2008
tentacles,3000000.0,750000.0,4.0,1977
jodorowsky's dune,0.0,0.0,0.0,2013
unlawful killing,0.0,0.0,0.0,2011
20 ft below: the darkness descending,0.0,0.0,0.0,2014
a case of you,4187.0,0.0,0.0,2013
the blind menace,0.0,0.0,0.0,1960
belle,16505460.0,10900000.0,1.514262385321101,2013
the immigrant,5867686.0,16000000.0,0.366730375,2013
pulling john,0.0,0.0,0.0,2009
a wednesday!,3500000.0,1400000.0,2.5,2008
blindman,0.0,0.0,0.0,1971
good people,0.0,0.0,0.0,2014
heldorado,0.0,0.0,0.0,1946
the wild life,9500000.0,0.0,0.0,1984
combat girls,0.0,0.0,0.0,2011
you instead,0.0,0.0,0.0,2011
crack-up,0.0,0.0,0.0,1946
magic magic,0.0,0.0,0.0,2013
heli,0.0,1000000.0,0.0,2013
i think we're alone now,0.0,0.0,0.0,2008
hide in plain sight,0.0,0.0,0.0,1980
into the blue 2: the reef,0.0,0.0,0.0,2009
into the storm,0.0,0.0,0.0,2009
atomic rulers,0.0,0.0,0.0,1965
city under siege,0.0,0.0,0.0,2010
moms' night out,10429707.0,5000000.0,2.0859414,2014
memorial day,0.0,4200000.0,0.0,2011
viola,0.0,0.0,0.0,2012
an enemy of the people,0.0,0.0,0.0,1990
gods of the plague,0.0,0.0,0.0,1970
master of the house,0.0,0.0,0.0,1925
redes,0.0,0.0,0.0,1936
samaritan zatã´ichi,0.0,0.0,0.0,1968
a small town in texas,0.0,0.0,0.0,1976
lucy,126546825.0,40000000.0,3.163670625,2014
x-men: days of future past,747862775.0,250000000.0,2.9914511,2014
godzilla,529076069.0,160000000.0,3.30672543125,2014
paid,0.0,0.0,0.0,1930
walter defends sarajevo,0.0,0.0,0.0,1972
lovely molly,0.0,1000000.0,0.0,2012
walk of shame,59209.0,15000000.0,0.0039472666666666,2014
crystal lake memories: the complete history of friday the 13th,0.0,0.0,0.0,2013
hunt vs lauda: f1's greatest racing rivals,0.0,0.0,0.0,2013
blue ruin,258384.0,0.0,0.0,2014
palo alto,0.0,0.0,0.0,2014
kid cannabis,0.0,0.0,0.0,2014
the home and the world,0.0,0.0,0.0,1985
the stranger,0.0,0.0,0.0,1991
trances,0.0,200000.0,0.0,1981
une chambre en ville,0.0,0.0,0.0,1982
zatã´ichi and the fugitives,0.0,0.0,0.0,1968
zatã´ichi at large,0.0,0.0,0.0,1972
jim gaffigan: obsessed,0.0,0.0,0.0,2014
legends of oz: dorothy's return,18662027.0,70000000.0,0.2666003857142857,2013
the lady in number 6,0.0,0.0,0.0,2013
chef,45967935.0,11000000.0,4.178903181818182,2014
the doll squad,0.0,0.0,0.0,1973
the treasure hunter,0.0,0.0,0.0,2009
burton and taylor,0.0,0.0,0.0,2013
in a town this size,0.0,0.0,0.0,2011
strip search,0.0,0.0,0.0,2004
the brasher doubloon,0.0,0.0,0.0,1947
blaise pascal,0.0,0.0,0.0,1972
rosemary's baby,0.0,0.0,0.0,2014
the beach girls and the monster,0.0,0.0,0.0,1965
top banana,0.0,0.0,0.0,1954
body of water,0.0,1800000.0,0.0,2011
lesson of the evil,0.0,0.0,0.0,2012
zatã´ichi in desperation,0.0,0.0,0.0,1972
the love god?,0.0,0.0,0.0,1969
the last time i saw archie,0.0,0.0,0.0,1961
24 exposures,0.0,0.0,0.0,2013
zatã´ichi's conspiracy,0.0,0.0,0.0,1973
"10,000 km",0.0,0.0,0.0,2014
a kiss in the dark,0.0,0.0,0.0,1949
the normal heart,0.0,0.0,0.0,2014
man friday,0.0,0.0,0.0,1975
invaders from space,0.0,0.0,0.0,1965
utopia,0.0,0.0,0.0,2013
paying the price: killing the children of iraq,0.0,0.0,0.0,2000
welcome to australia,0.0,0.0,0.0,1999
afflicted,121179.0,318000.0,0.3810660377358491,2014
interior. leather bar.,0.0,0.0,0.0,2013
american horror house,0.0,0.0,0.0,2012
american milkshake,0.0,0.0,0.0,2013
an american ghost story,0.0,10000.0,0.0,2012
our time,0.0,0.0,0.0,1974
the mansion of madness,0.0,0.0,0.0,1973
an enemy of the people,0.0,0.0,0.0,1978
an enemy of the people,0.0,0.0,0.0,2005
turks & caicos,0.0,0.0,0.0,2014
salting the battlefield,0.0,0.0,0.0,2014
birth of the living dead,0.0,0.0,0.0,2013
gen-y cops,0.0,0.0,0.0,2000
die fischerin,0.0,0.0,0.0,2014
dark girls,0.0,0.0,0.0,2011
el chocolate del loro,0.0,0.0,0.0,2004
blended,123494610.0,40000000.0,3.08736525,2014
begin again,63464861.0,8000000.0,7.933107625,2013
kelly & cal,0.0,0.0,0.0,2014
a brony tale,0.0,0.0,0.0,2014
mega python vs. gatoroid,0.0,0.0,0.0,2011
big ass spider!,0.0,0.0,0.0,2013
the heat's on,0.0,0.0,0.0,1943
an enemy of the people,0.0,0.0,0.0,1966
the anna nicole smith story,0.0,0.0,0.0,2007
anna nicole,0.0,0.0,0.0,2013
the short game,0.0,0.0,0.0,2013
12 oâ€™clock boys,44.0,0.0,0.0,2013
a message to garcia,0.0,0.0,0.0,1936
nightwing,0.0,0.0,0.0,1979
satan's school for girls,0.0,0.0,0.0,1973
the one and only,16928137.0,0.0,0.0,1978
maleficent,758539785.0,180000000.0,4.214109916666667,2014
the two faces of january,4507463.0,0.0,0.0,2014
zombeavers,14947.0,0.0,0.0,2014
toward the unknown,0.0,0.0,0.0,1956
monster hunter,0.0,0.0,0.0,1981
april rain,0.0,0.0,0.0,2014
at middleton,0.0,2500000.0,0.0,2013
babysitters beware,0.0,1500000.0,0.0,2009
a.c.a.b. all cats are brilliant,0.0,0.0,0.0,2012
loving,0.0,0.0,0.0,1970
lola,0.0,0.0,0.0,1970
beneath the valley of the ultra-vixens,0.0,239000.0,0.0,1979
the girl he left behind,0.0,0.0,0.0,1956
shoot-out at medicine bend,0.0,0.0,0.0,1957
darby's rangers,0.0,0.0,0.0,1958
having you,0.0,0.0,0.0,2013
backfire,0.0,0.0,0.0,1950
backfire,0.0,0.0,0.0,1964
scooby-doo! wrestlemania mystery,0.0,0.0,0.0,2014
the dance of reality,0.0,3000000.0,0.0,2013
the love punch,0.0,0.0,0.0,2013
ordinary miracles,0.0,0.0,0.0,2005
a million ways to die in the west,0.0,0.0,0.0,2014
the cabinet of caligari,0.0,0.0,0.0,1962
bye bye monkey,0.0,0.0,0.0,1978
empire of silver,0.0,0.0,0.0,2009
mile... mile & a half,0.0,0.0,0.0,2013
i like killing flies,14000.0,0.0,0.0,2004
edge of tomorrow,370541256.0,178000000.0,2.081692449438202,2014
little england,0.0,0.0,0.0,2013
serial (bad) weddings,0.0,13000000.0,0.0,2014
the pied piper,0.0,0.0,0.0,1972
an unreal dream: the michael morton story,0.0,0.0,0.0,2013
the violent men,0.0,0.0,0.0,1955
tracks,4878242.0,0.0,0.0,2014
mission: impossible - rogue nation,682330139.0,150000000.0,4.548867593333333,2015
neverland,0.0,0.0,0.0,2011
midnight chronicles,0.0,0.0,0.0,2008
gulliver's travels,0.0,0.0,0.0,1977
catlow,0.0,0.0,0.0,1971
million dollar arm,38307627.0,25000000.0,1.53230508,2014
this thing with sarah,0.0,0.0,0.0,2013
g.b.f.,0.0,0.0,0.0,2013
jack the ripper,0.0,0.0,0.0,1976
train on the brain,0.0,0.0,0.0,2000
sunlight jr.,0.0,0.0,0.0,2013
narco cultura,0.0,0.0,0.0,2013
once upon a time in shanghai,0.0,0.0,0.0,2014
jimi: all is by my side,340911.0,0.0,0.0,2013
a man named rocca,0.0,0.0,0.0,1961
a crime in paradise,0.0,0.0,0.0,2001
backfire,0.0,0.0,0.0,1988
bad ass 2: bad asses,0.0,5500000.0,0.0,2014
bad boy,0.0,0.0,0.0,1949
battle circus,0.0,0.0,0.0,1953
the odds,0.0,0.0,0.0,2012
generation iron,0.0,0.0,0.0,2013
"x, y and zee",0.0,0.0,0.0,1972
flight 7500,0.0,0.0,0.0,2014
battle of the damned,0.0,8000000.0,0.0,2013
best foot forward,0.0,0.0,0.0,1943
black coffee,0.0,0.0,0.0,2014
love and pain and the whole damn thing,0.0,0.0,0.0,1973
the revolutionary,0.0,0.0,0.0,2011
#chicagogirl,0.0,0.0,0.0,2013
liv & ingmar,0.0,0.0,0.0,2012
mr. baum,0.0,0.0,0.0,1997
mad love,0.0,0.0,0.0,1921
bettie page reveals all,0.0,0.0,0.0,2013
luv,1000000.0,0.0,0.0,1967
cinderella,0.0,0.0,0.0,1914
lilting,0.0,0.0,0.0,2014
a night in old mexico,0.0,2000000.0,0.0,2013
teresa,0.0,0.0,0.0,1951
cry terror!,0.0,0.0,0.0,1958
the fault in our stars,307166834.0,12000000.0,25.597236166666665,2014
the grand seduction,3430018.0,12700000.0,0.2700801574803149,2014
welcome to the jungle,0.0,0.0,0.0,2007
raze,0.0,0.0,0.0,2013
black nativity,7018189.0,17500000.0,0.4010393714285714,2013
blood of redemption,0.0,0.0,0.0,2013
cinderella,0.0,0.0,0.0,2002
occupant,0.0,0.0,0.0,2011
minuscule: valley of the lost ants,30000000.0,19700000.0,1.5228426395939083,2013
jayne mansfield's car,14836.0,0.0,0.0,2012
hot rods to hell,0.0,0.0,0.0,1967
princesse tam tam,0.0,0.0,0.0,1935
rumble on the docks,0.0,0.0,0.0,1956
the thompsons,0.0,3000000.0,0.0,2012
tangled ever after,0.0,0.0,0.0,2012
tercera llamada,0.0,0.0,0.0,2013
13 frightened girls,0.0,0.0,0.0,1963
against all flags,0.0,0.0,0.0,1952
andy hardy meets debutante,0.0,0.0,0.0,1940
annabel takes a tour,0.0,0.0,0.0,1938
backstairs,0.0,0.0,0.0,1921
one on one,0.0,0.0,0.0,1977
camille claudel 1915,115860.0,3512454.0,0.0329854853615164,2013
the plot against harry,0.0,0.0,0.0,1989
a letter to momo,6748712.0,0.0,0.0,2012
maps to the stars,1338365.0,0.0,0.0,2014
helen,0.0,0.0,0.0,2009
go fast,0.0,0.0,0.0,2008
my best enemy,0.0,0.0,0.0,2011
the wrath of god,0.0,0.0,0.0,1972
the shape of things to come,0.0,0.0,0.0,1979
the case against 8,0.0,0.0,0.0,2014
goodbye world,0.0,0.0,0.0,2013
frequencies,0.0,0.0,0.0,2013
so undercover,0.0,0.0,0.0,2012
mindscape,1200000.0,4357373.0,0.2753952897766613,2013
northeast,0.0,0.0,0.0,2012
asylum,0.0,0.0,0.0,1997
back in the day,0.0,0.0,0.0,2014
les toits de paris,0.0,0.0,0.0,2007
bikini spring break,500000.0,500000.0,1.0,2012
22 jump street,188441614.0,50000000.0,3.76883228,2014
human capital,5809330.0,6000000.0,0.9682216666666666,2014
the equalizer,192330738.0,55000000.0,3.496922509090909,2014
for ellen,0.0,0.0,0.0,2012
how to train your dragon 2,609123048.0,145000000.0,4.200848606896551,2014
lord of tears,0.0,0.0,0.0,2013
the sudden wealth of the poor people of kombach,0.0,0.0,0.0,1971
bambou,0.0,0.0,0.0,2009
birdman,103215094.0,18000000.0,5.734171888888889,2014
lope,0.0,0.0,0.0,2010
saving grace b. jones,0.0,0.0,0.0,2009
sexual chronicles of a french family,0.0,0.0,0.0,2012
bitter creek,0.0,0.0,0.0,1954
murder by proxy,0.0,0.0,0.0,1954
blackout,0.0,0.0,0.0,1985
blood shed,0.0,0.0,0.0,2014
born reckless,0.0,0.0,0.0,1937
"tell me that you love me, junie moon",0.0,0.0,0.0,1970
play it as it lays,0.0,0.0,0.0,1972
17 girls,201607.0,4141459.0,0.0486801873446048,2011
crawlspace,0.0,0.0,0.0,2013
broadway idiot,0.0,0.0,0.0,2013
broken kingdom,0.0,0.0,0.0,2012
brooklyn babylon,0.0,0.0,0.0,2001
the dirties,0.0,0.0,0.0,2013
the mind of mr. soames,0.0,0.0,0.0,1970
mrs. pollifax: spy,0.0,0.0,0.0,1971
snapshot,0.0,0.0,0.0,1979
brainstorm,0.0,0.0,0.0,1965
money as debt,0.0,0.0,0.0,2006
beginning of an unknown era,0.0,0.0,0.0,1967
norman... is that you?,0.0,0.0,0.0,1976
i see a dark stranger,0.0,0.0,0.0,1946
brooklyn dodgers: the ghosts of flatbush,0.0,0.0,0.0,2007
brother,0.0,0.0,0.0,2010
for no good reason,0.0,0.0,0.0,2012
haunt,0.0,0.0,0.0,2014
doc of the dead,0.0,0.0,0.0,2014
i do,0.0,0.0,0.0,2013
the legend of the 7 golden vampires,0.0,0.0,0.0,1974
coming home,0.0,0.0,0.0,2014
boyhood,44349000.0,4000000.0,11.08725,2014
the trials of cate mccall,0.0,7000000.0,0.0,2013
tillbaka till bromma,0.0,0.0,0.0,2014
saints and soldiers: airborne creed,0.0,0.0,0.0,2012
tall story,0.0,0.0,0.0,1960
think like a man too,70181428.0,24000000.0,2.9242261666666667,2014
thin ice,0.0,0.0,0.0,1937
the pool boys,0.0,0.0,0.0,2011
jersey boys,67347013.0,40000000.0,1.683675325,2014
the corridor,0.0,0.0,0.0,2012
nick fury: agent of s.h.i.e.l.d.,0.0,0.0,0.0,1998
the pirates of blood river,0.0,0.0,0.0,1962
bitch hug,0.0,0.0,0.0,2012
caprice,0.0,0.0,0.0,1967
the internet's own boy: the story of aaron swartz,48911.0,0.0,0.0,2014
anita,0.0,0.0,0.0,2013
