,title,revenue,budget,return,release_year
15506,my boy,0.0,0.0,0.0,1921
15507,mammy,0.0,0.0,0.0,1930
15508,the wizard of oz,0.0,0.0,0.0,1925
15509,salt,293329073.0,110000000.0,2.6666279363636365,2010
15510,sinbad,0.0,0.0,0.0,1971
15511,the hamster factor and other tales of twelve monkeys,0.0,0.0,0.0,1997
15512,winnebago man,178174.0,0.0,0.0,2009
15513,crime of passion,0.0,0.0,0.0,1957
15514,the patsy,0.0,0.0,0.0,1928
15515,passing strange,0.0,0.0,0.0,2009
15516,beware of the car!,0.0,0.0,0.0,1966
15517,peg o' my heart,0.0,0.0,0.0,1933
15518,downstairs,0.0,0.0,0.0,1932
15519,five and ten,0.0,0.0,0.0,1931
15520,dark island,0.0,0.0,0.0,2010
15521,smashing pumpkins: if all goes wrong,0.0,0.0,0.0,2008
15522,pearl jam: immagine in cornice,0.0,0.0,0.0,2007
15523,mr. nobody,3547209.0,47000000.0,0.0754725319148936,2009
15524,music in the air,0.0,0.0,0.0,1934
15525,sunflower,0.0,0.0,0.0,1970
15526,play dirty,0.0,0.0,0.0,1969
15527,the silver chalice,3200000.0,4500000.0,0.7111111111111111,1954
15528,george washington slept here,0.0,0.0,0.0,1942
15529,the last truck: closing of a gm plant,0.0,0.0,0.0,2009
15530,telstar: the joe meek story,0.0,0.0,0.0,2009
15531,in a day,0.0,0.0,0.0,2006
15532,a name for evil,0.0,0.0,0.0,1973
15533,dinner for schmucks,86387857.0,69000000.0,1.2519979275362318,2010
15534,8: the mormon proposition,0.0,0.0,0.0,2010
15535,the man who left his will on film,0.0,0.0,0.0,1970
15536,diary of a shinjuku thief,0.0,0.0,0.0,1969
15537,nanny mcphee and the big bang,93246388.0,35000000.0,2.6641825142857143,2010
15538,mid-august lunch,0.0,0.0,0.0,2008
15539,the northerners,0.0,0.0,0.0,1992
15540,3 needles,0.0,0.0,0.0,2005
15541,"olivier, olivier",0.0,0.0,0.0,1992
15542,the power of kangwon province,0.0,0.0,0.0,1998
15543,taking off,0.0,0.0,0.0,1971
15544,safe sex,0.0,0.0,0.0,1999
15545,uro,0.0,0.0,0.0,2006
15546,the town that dreaded sundown,0.0,0.0,0.0,1976
15547,deadly outlaw: rekka,0.0,0.0,0.0,2002
15548,north,0.0,0.0,0.0,2009
15549,amar akbar anthony,0.0,0.0,0.0,1977
15550,farsan,0.0,0.0,0.0,2010
15551,trans-europ-express,0.0,0.0,0.0,1966
15552,lies,0.0,0.0,0.0,1999
15553,the man from london,0.0,0.0,0.0,2008
15554,human desire,0.0,0.0,0.0,1954
15555,treasure island,0.0,0.0,0.0,1934
15556,the bugs bunny/road runner movie,0.0,0.0,0.0,1979
15557,hellsinki,0.0,2500000.0,0.0,2009
15558,here and there,0.0,0.0,0.0,2009
15559,little nicholas,0.0,0.0,0.0,2009
15560,a confucian confusion,0.0,0.0,0.0,1994
15561,grotesque,0.0,0.0,0.0,2009
15562,02:13,0.0,3500000.0,0.0,2009
15563,shifty,0.0,0.0,0.0,2009
15564,ip man 2,36000000.0,12902809.0,2.790090126886324,2010
15565,dr. moreau's house of pain,0.0,0.0,0.0,2004
15566,i remember,0.0,0.0,0.0,2005
15567,i am maria,0.0,0.0,0.0,1979
15568,lucky,0.0,0.0,0.0,2010
15569,ramona and beezus,0.0,0.0,0.0,2010
15570,the year of the hare,0.0,0.0,0.0,1977
15571,a yank in the r.a.f.,0.0,0.0,0.0,1941
15572,charlie st. cloud,48190704.0,44000000.0,1.0952432727272727,2010
15573,the rebound,0.0,0.0,0.0,2009
15574,the other guys,170432927.0,100000000.0,1.70432927,2010
15575,the lineup,0.0,0.0,0.0,1958
15576,operation: endgame,0.0,0.0,0.0,2010
15577,love in another language,0.0,0.0,0.0,2009
15578,"oh, woe is me",0.0,0.0,0.0,1993
15579,the million game,0.0,0.0,0.0,1970
15580,affair in trinidad,0.0,0.0,0.0,1952
15581,she-wolf of london,0.0,0.0,0.0,1946
15582,cradle of fear,0.0,0.0,0.0,2001
15583,the kautokeino rebellion,0.0,7300000.0,0.0,2008
15584,the inner life of martin frost,0.0,0.0,0.0,2007
15585,the family,0.0,0.0,0.0,1987
15586,the terrace,0.0,0.0,0.0,1980
15587,dreamboat,0.0,0.0,0.0,1952
15588,the desperados,0.0,0.0,0.0,1969
15589,grip of the strangler,0.0,0.0,0.0,1958
15590,the l-shaped room,0.0,0.0,0.0,1962
15591,north west mounted police,0.0,0.0,0.0,1940
15592,the great caruso,0.0,0.0,0.0,1951
15593,triage,0.0,0.0,0.0,2009
15594,call me madam,0.0,0.0,0.0,1953
15595,the two escobars,0.0,0.0,0.0,2010
15596,invisible agent,1040000.0,322000.0,3.229813664596273,1942
15597,paper man,0.0,0.0,0.0,2009
15598,all tomorrow's parties,0.0,0.0,0.0,2009
15599,invisible target,0.0,0.0,0.0,2007
15600,mr. bjarnfreã°arson,0.0,0.0,0.0,2009
15601,the expendables,274470394.0,80000000.0,3.430879925,2010
15602,scott pilgrim vs. the world,47664559.0,60000000.0,0.7944093166666667,2010
15603,the spanish main,0.0,0.0,0.0,1945
15604,svengali,0.0,0.0,0.0,1931
15605,lampaansyã¶jã¤t,0.0,0.0,0.0,1972
15606,animal kingdom,1000000.0,5000000.0,0.2,2010
15607,the exploding girl,0.0,0.0,0.0,2009
15608,prodigal sons,0.0,0.0,0.0,2008
15609,seven angry men,0.0,0.0,0.0,1955
15610,6-may,0.0,0.0,0.0,2004
15611,the thorn in the heart,0.0,0.0,0.0,2009
15612,see what i'm saying: the deaf entertainers documentary,0.0,0.0,0.0,2010
15613,facing ali,0.0,0.0,0.0,2009
15614,the beast,0.0,0.0,0.0,1996
15615,pretty bird,0.0,0.0,0.0,2008
15616,raajneeti,0.0,0.0,0.0,2010
15617,the return of frank james,0.0,0.0,0.0,1940
15618,moloch,0.0,0.0,0.0,1999
15619,the story of my life,0.0,0.0,0.0,2004
15620,crossworlds,0.0,0.0,0.0,1996
15621,centurion,6814789.0,12000000.0,0.5678990833333334,2010
15622,i killed my mother,0.0,0.0,0.0,2009
15623,life during wartime,744816.0,4500000.0,0.1655146666666666,2009
15624,lion's den,0.0,0.0,0.0,2008
15625,that most important thing: love,0.0,0.0,0.0,1975
15626,pope joan,27412220.0,0.0,0.0,2009
15627,cluny brown,0.0,0.0,0.0,1946
15628,babies,0.0,0.0,0.0,2010
15629,the green room,0.0,0.0,0.0,1978
15630,captain conan,0.0,0.0,0.0,1996
15631,easy living,0.0,0.0,0.0,1937
15632,like it is,0.0,0.0,0.0,1998
15633,ankur,0.0,0.0,0.0,1974
15634,for neda,0.0,0.0,0.0,2010
15635,the battle of the rails,0.0,0.0,0.0,1946
15636,spider forest,0.0,0.0,0.0,2004
15637,what goes up,0.0,0.0,0.0,2009
15638,12th & delaware,0.0,0.0,0.0,2010
15639,wonder bar,0.0,0.0,0.0,1934
15640,the experiment,0.0,21800000.0,0.0,2010
15641,black water,0.0,700.0,0.0,2007
15642,heartless,0.0,0.0,0.0,2009
15643,smash his camera,0.0,0.0,0.0,2010
15644,chicago,0.0,0.0,0.0,1927
15645,underworld,0.0,0.0,0.0,1927
15646,piranha 3d,83188165.0,24000000.0,3.4661735416666666,2010
15647,milka - a film about taboos,0.0,0.0,0.0,1980
15648,fc venus,0.0,0.0,0.0,2006
15649,the extraordinary adventures of adã¨le blanc-sec,34100000.0,25000000.0,1.364,2010
15650,get low,0.0,7500000.0,0.0,2010
15651,la danse: the paris opera ballet,0.0,0.0,0.0,2009
15652,according to greta,0.0,0.0,0.0,2009
15653,accident,0.0,0.0,0.0,2009
15654,center stage : turn it up,0.0,0.0,0.0,2008
15655,tony manero,0.0,0.0,0.0,2008
15656,fate is the hunter,0.0,0.0,0.0,1964
15657,blue skies,0.0,0.0,0.0,1946
15658,the mating season,0.0,0.0,0.0,1951
15659,prince of foxes,0.0,0.0,0.0,1949
15660,terribly happy,179943.0,0.0,0.0,2008
15661,the eclipse,0.0,0.0,0.0,2009
15662,plainlands,0.0,0.0,0.0,1988
15663,the joneses,7022728.0,10000000.0,0.7022728,2009
15664,with a song in my heart,0.0,0.0,0.0,1952
15665,the love parade,0.0,0.0,0.0,1929
15666,the girl on the train,0.0,0.0,0.0,2009
15667,pyaar impossible,0.0,0.0,0.0,2010
15668,the rains came,0.0,0.0,0.0,1939
15669,children of invention,0.0,0.0,0.0,2010
15670,gainsbourg: a heroic life,0.0,0.0,0.0,2010
15671,wild grass,0.0,0.0,0.0,2009
15672,giallo,0.0,14000000.0,0.0,2010
15673,gaby: a true story,125400.0,5000000.0,0.02508,1987
15674,who saw him die?,0.0,0.0,0.0,1968
15675,billy rose's jumbo,0.0,0.0,0.0,1962
15676,miss sadie thompson,0.0,0.0,0.0,1953
15677,tekken,967000.0,30000000.0,0.0322333333333333,2010
15678,the president's man,0.0,0.0,0.0,2000
15679,the wedding photographer,0.0,0.0,0.0,2009
15680,giliap,0.0,0.0,0.0,1975
15681,don quixote,0.0,0.0,0.0,2000
15682,narco,823258.0,823258.0,1.0,2004
15683,blood into wine,0.0,0.0,0.0,2010
15684,deadly circuit,0.0,0.0,0.0,1983
15685,something like happiness,0.0,0.0,0.0,2005
15686,the story of marie and julien,0.0,0.0,0.0,2003
15687,dragon ball z: dead zone,0.0,0.0,0.0,1989
15688,retribution,0.0,0.0,0.0,2006
15689,the last exorcism,67738090.0,1800000.0,37.63227222222222,2010
15690,mother joan of the angels,0.0,0.0,0.0,1961
15691,camila,0.0,0.0,0.0,1984
15692,christopher strong,0.0,0.0,0.0,1933
15693,san pietro,0.0,0.0,0.0,1945
15694,"dance, girl, dance",0.0,0.0,0.0,1940
15695,king lear,0.0,0.0,0.0,1971
15696,black girl,0.0,0.0,0.0,1966
15697,rosa luxemburg,0.0,0.0,0.0,1986
15698,sisters,0.0,0.0,0.0,2001
15699,the american,65464324.0,20000000.0,3.2732162,2010
15700,how tasty was my little frenchman,0.0,0.0,0.0,1971
15701,children of hiroshima,0.0,0.0,0.0,1952
15702,kisses,0.0,0.0,0.0,1957
15703,if god is willing and da creek don't rise,0.0,0.0,0.0,2010
15704,jackass 2.5,0.0,0.0,0.0,2007
15705,the christmas toy,0.0,0.0,0.0,1986
15706,the wildcat,0.0,0.0,0.0,1921
15707,the hypothesis of the stolen painting,0.0,0.0,0.0,1978
15708,the trials of oscar wilde,0.0,0.0,0.0,1960
15709,urban menace,0.0,0.0,0.0,1999
15710,cartoon all-stars to the rescue,0.0,0.0,0.0,1990
15711,the horde,0.0,0.0,0.0,2009
15712,burrowing,0.0,0.0,0.0,2009
15713,the switch,49830607.0,19000000.0,2.6226635263157894,2010
15714,golem,0.0,0.0,0.0,1980
15715,elephants dream,0.0,150000.0,0.0,2006
15716,8th wonderland,0.0,0.0,0.0,2008
15717,gasland,0.0,0.0,0.0,2010
15718,the dark wind,0.0,0.0,0.0,1991
15719,fear and desire,0.0,53000.0,0.0,1953
15720,no one dies in lily dale,0.0,0.0,0.0,2011
15721,shouting fire: stories from the edge of free speech,0.0,0.0,0.0,2009
15722,vesku,0.0,0.0,0.0,2010
15723,dirty ho,0.0,0.0,0.0,1979
15724,visual acoustics,0.0,0.0,0.0,2009
15725,the end of poverty?,57.0,1000000.0,5.7e-05,2008
15726,kulkuri ja joutsen,0.0,0.0,0.0,1999
15727,hated:  gg allin & the murder junkies,0.0,0.0,0.0,1994
15728,machete,31327899.0,20000000.0,1.56639495,2010
15729,step up 3d,159291809.0,30000000.0,5.309726966666667,2010
15730,smart money,0.0,0.0,0.0,1931
15731,tarzan's magic fountain,0.0,0.0,0.0,1949
15732,off and running,0.0,0.0,0.0,2009
15733,the truth,0.0,0.0,0.0,2010
15734,the wedding song,0.0,0.0,0.0,2008
15735,going the distance,42045846.0,32000000.0,1.3139326875,2010
15736,bananaz,0.0,0.0,0.0,2008
15737,release the prisoners to spring,0.0,0.0,0.0,1975
15738,false as water,0.0,0.0,0.0,1985
15739,the moon is blue,0.0,0.0,0.0,1953
15740,love letters,0.0,0.0,0.0,1945
15741,pride of the marines,0.0,0.0,0.0,1945
15742,comrade x,0.0,0.0,0.0,1940
15743,above and beyond,0.0,0.0,0.0,1952
15744,four stories of st. julian,0.0,0.0,0.0,2010
15745,bill bailey: tinselworm,0.0,0.0,0.0,2008
15746,babes on broadway,0.0,0.0,0.0,1941
15747,conquest,0.0,0.0,0.0,1937
15748,the street with no name,0.0,0.0,0.0,1948
15749,it's a great feeling,0.0,0.0,0.0,1949
15750,the joker is wild,0.0,0.0,0.0,1957
15751,the reincarnation of peter proud,0.0,0.0,0.0,1975
15752,"come on, rangers",0.0,0.0,0.0,1938
15753,"oh, susanna",0.0,0.0,0.0,1936
15754,the worthless,0.0,0.0,0.0,1982
15755,blood river,0.0,0.0,0.0,2009
15756,abandoned,0.0,0.0,0.0,2010
15757,the saimaa gesture,0.0,0.0,0.0,1981
15758,offside,0.0,2500.0,0.0,2006
15759,still bill,0.0,0.0,0.0,2010
15760,homecoming,0.0,1500000.0,0.0,2009
15761,beach red,0.0,0.0,0.0,1967
15762,a song to remember,0.0,0.0,0.0,1945
15763,arch of triumph,0.0,0.0,0.0,1948
15764,vampires suck,80547866.0,20000000.0,4.0273933,2010
15765,young again,0.0,0.0,0.0,1986
15766,men in the city,0.0,0.0,0.0,2009
15767,the theory of everything,0.0,0.0,0.0,2006
15768,$5 a day,0.0,0.0,0.0,2008
15769,resident evil: afterlife,300228084.0,60000000.0,5.0038014,2010
15770,symbol,0.0,0.0,0.0,2009
15771,preacher's kid,0.0,7000000.0,0.0,2010
15772,22 bullets,0.0,24000000.0,0.0,2010
15773,larceny inc.,0.0,0.0,0.0,1942
15774,the new country,0.0,0.0,0.0,2000
15775,triangle,0.0,5000000.0,0.0,2007
15776,the eternal,0.0,0.0,0.0,1998
15777,oh! blue fish island,0.0,0.0,0.0,1977
15778,sopyonje,0.0,0.0,0.0,1993
15779,heroes for sale,0.0,290.0,0.0,1933
15780,western union,0.0,0.0,0.0,1941
15781,the pornographer,0.0,1500000.0,0.0,2001
15782,palermo shooting,0.0,0.0,0.0,2008
15783,our relations,0.0,400000.0,0.0,1936
15784,freedom park,0.0,275000.0,0.0,2004
15785,the hunchback,0.0,0.0,0.0,1997
15786,someone's watching me!,0.0,0.0,0.0,1978
15787,sue,0.0,0.0,0.0,1997
15788,hungry wives,0.0,90000.0,0.0,1972
15789,prinsessa,0.0,0.0,0.0,2010
15790,long weekend,0.0,0.0,0.0,1978
15791,the social network,224920315.0,40000000.0,5.623007875,2010
15792,few of us,0.0,0.0,0.0,1996
15793,juvenile court,0.0,0.0,0.0,1973
15794,superman/batman: apocalypse,0.0,3500000.0,0.0,2010
15795,design for scandal,0.0,0.0,0.0,1941
15796,otis,0.0,0.0,0.0,2008
15797,a man vanishes,0.0,0.0,0.0,1967
15798,history of postwar japan as told by a bar hostess,0.0,0.0,0.0,1970
15799,the married woman,0.0,120000.0,0.0,1964
15800,the town,154026136.0,37000000.0,4.162868540540541,2010
15801,kapo,0.0,0.0,0.0,1960
15802,the phenix city story,0.0,0.0,0.0,1955
15803,some days are better than others,0.0,0.0,0.0,2011
15804,fear me not,0.0,0.0,0.0,2008
15805,infestation,0.0,0.0,0.0,2009
15806,2012: supernova,0.0,0.0,0.0,2009
15807,easy a,74952305.0,8000000.0,9.369038125,2010
15808,eat pray love,204594016.0,60000000.0,3.4099002666666665,2010
15809,howl,617000.0,30000.0,20.566666666666663,2010
15810,camp hell,0.0,3000000.0,0.0,2010
15811,blue gold: world water wars,0.0,100000.0,0.0,2008
15812,senseless,0.0,0.0,0.0,2008
15813,the rocket from calabuch,0.0,0.0,0.0,1956
15814,come blow your horn,0.0,0.0,0.0,1963
15815,susan slept here,0.0,0.0,0.0,1954
15816,i'm still here,0.0,0.0,0.0,2010
15817,saratoga trunk,0.0,1750000.0,0.0,1945
15818,girl 27,0.0,0.0,0.0,2007
15819,"patrik, age 1.5",56299.0,0.0,0.0,2008
15820,flipped,1755212.0,14000000.0,0.1253722857142857,2010
15821,hubble 3d,0.0,0.0,0.0,2010
15822,wall street: money never sleeps,134748021.0,70000000.0,1.9249717285714285,2010
15823,phaedra,0.0,0.0,0.0,1962
15824,tumbledown,0.0,0.0,0.0,1988
15825,buster keaton: a hard act to follow,0.0,0.0,0.0,1987
15826,mister buddwing,0.0,0.0,0.0,1966
15827,legend of the guardians: the owls of ga'hoole,140073390.0,80000000.0,1.750917375,2010
15828,cats & dogs 2 : the revenge of kitty galore,112483764.0,85000000.0,1.3233384,2010
15829,what's the matter with helen?,0.0,0.0,0.0,1971
15830,rhapsody in blue,0.0,0.0,0.0,1945
15831,broadway melody of 1936,0.0,0.0,0.0,1935
15832,boy on a dolphin,0.0,0.0,0.0,1957
15833,lone wolf and cub: white heaven in hell,0.0,0.0,0.0,1974
15834,lone wolf and cub: baby cart in the land of demons,0.0,0.0,0.0,1973
15835,diãªn biãªn phu,0.0,30000000.0,0.0,1992
15836,the missing person,0.0,0.0,0.0,2009
15837,amigo,0.0,1200000.0,0.0,2010
15838,"edward, my son",0.0,0.0,0.0,1949
15839,beneath the 12-mile reef,0.0,0.0,0.0,1953
15840,the oscar,0.0,0.0,0.0,1966
15841,the big risk,0.0,0.0,0.0,1960
15842,monga,0.0,0.0,0.0,2010
15843,killing kasztner,0.0,0.0,0.0,2008
15844,it's kind of a funny story,6491240.0,8000000.0,0.811405,2010
15845,mudhoney,0.0,60000.0,0.0,1965
15846,entre nos,0.0,0.0,0.0,2009
15847,just like us,0.0,0.0,0.0,2011
15848,abel,0.0,0.0,0.0,1986
15849,kanchenjungha,0.0,0.0,0.0,1962
15850,the jolly boys' last stand,0.0,0.0,0.0,2000
15851,the squaw man,0.0,0.0,0.0,1914
15852,middle men,0.0,22000000.0,0.0,2009
15853,(untitled),230600.0,0.0,0.0,2009
15854,the paper will be blue,0.0,0.0,0.0,2006
15855,ricky,0.0,0.0,0.0,2009
15856,the poughkeepsie tapes,0.0,0.0,0.0,2007
15857,the eighth day,0.0,0.0,0.0,1979
15858,the last letter,0.0,0.0,0.0,2002
15859,tree without leaves,0.0,0.0,0.0,1986
15860,remote control,0.0,0.0,0.0,1930
15861,alice in wonderland,0.0,0.0,0.0,1933
15862,hardcore,0.0,0.0,0.0,2004
15863,the crimson wing: mystery of the flamingos,0.0,0.0,0.0,2008
15864,saint john of las vegas,111731.0,3800000.0,0.0294028947368421,2009
15865,tamara drewe,0.0,0.0,0.0,2010
15866,tere naam,2.0,1.0,2.0,2003
15867,every day,18000.0,0.0,0.0,2010
15868,red canyon,0.0,1500000.0,0.0,2008
15869,loving leah,0.0,0.0,0.0,2009
15870,southbounders,0.0,0.0,0.0,2005
15871,"thank you, mr. moto",0.0,0.0,0.0,1937
15872,west point,0.0,0.0,0.0,1928
15873,red bear,0.0,0.0,0.0,2002
15874,the night strangler,0.0,0.0,0.0,1973
15875,twilight's last gleaming,0.0,0.0,0.0,1977
15876,effi briest,0.0,0.0,0.0,1974
15877,dark night of the scarecrow,0.0,0.0,0.0,1981
15878,remarkable power,0.0,0.0,0.0,2008
15879,my girlfriend's boyfriend,0.0,1400000.0,0.0,2010
15880,shadows,0.0,0.0,0.0,2007
15881,brown of harvard,0.0,0.0,0.0,1926
15882,let me in,24145613.0,20000000.0,1.20728065,2010
15883,sintel,0.0,550000.0,0.0,2010
15884,big buck bunny,0.0,150000.0,0.0,2008
15885,secretariat,60251371.0,35000000.0,1.7214677428571428,2010
15886,lake mungo,0.0,0.0,0.0,2008
15887,devil,33583175.0,10000000.0,3.3583175,2010
15888,looking for cheyenne,0.0,0.0,0.0,2005
15889,you again,32005248.0,20000000.0,1.6002624,2010
15890,life as we know it,105610124.0,38000000.0,2.779213789473684,2010
15891,catfish,3045943.0,30000.0,101.53143333333334,2010
15892,you will meet a tall dark stranger,0.0,22000000.0,0.0,2010
15893,collision,0.0,0.0,0.0,2009
15894,dark house,0.0,0.0,0.0,2009
15895,stone,9479718.0,22000000.0,0.4308962727272727,2010
15896,hunger,0.0,625000.0,0.0,2009
15897,grimm love,0.0,0.0,0.0,2006
15898,naughty marietta,0.0,0.0,0.0,1935
15899,the hawaiians,0.0,0.0,0.0,1970
15900,one million b.c.,0.0,0.0,0.0,1940
15901,inside job,7871522.0,2000000.0,3.935761,2010
15902,leaving,0.0,7600000.0,0.0,2009
15903,monsters,4242978.0,500000.0,8.485956,2010
15904,where the red fern grows,0.0,0.0,0.0,2003
15905,dragonlance: dragons of autumn twilight,0.0,0.0,0.0,2008
15906,david cross: bigger and blackerer,0.0,0.0,0.0,2010
15907,"murder, inc.",0.0,0.0,0.0,1960
15908,conviction,6732980.0,12500000.0,0.5386384,2010
15909,dirty girl,55125.0,4000000.0,0.01378125,2010
15910,bran nue dae,7.0,7.0,1.0,2009
15911,the private war of major benson,0.0,0.0,0.0,1955
15912,the card,0.0,0.0,0.0,1952
15913,merrily we live,0.0,0.0,0.0,1938
15914,harmony and me,0.0,0.0,0.0,2010
15915,never let me go,9455232.0,15000000.0,0.6303488,2010
15916,the wedding party,0.0,0.0,0.0,2005
15917,countdown,0.0,0.0,0.0,1968
15918,rogue cop,0.0,0.0,0.0,1954
15919,that forsyte woman,0.0,0.0,0.0,1949
15920,the lady vanishes,0.0,0.0,0.0,1979
15921,to the limit,0.0,0.0,0.0,2007
15922,hush,0.0,0.0,0.0,2008
15923,the illusionist,5602431.0,18000000.0,0.3112461666666666,2010
15924,the hedgehog,0.0,0.0,0.0,2009
15925,autumn ball,0.0,0.0,0.0,2007
15926,"murder, he says",0.0,0.0,0.0,1945
15927,worlds apart,0.0,0.0,0.0,2008
15928,an american affair,0.0,0.0,0.0,2008
15929,martha,0.0,0.0,0.0,1974
15930,rooster's breakfast,0.0,0.0,0.0,2007
15931,massacre at central high,0.0,0.0,0.0,1976
15932,love is colder than death,0.0,0.0,0.0,1970
15933,the family friend,0.0,0.0,0.0,2006
15934,party girl,0.0,0.0,0.0,1958
15935,j.c. chavez,0.0,0.0,0.0,2007
15936,the long and short of it,0.0,0.0,0.0,2003
15937,toe to toe,0.0,0.0,0.0,2010
15938,konopielka,0.0,0.0,0.0,1982
15939,the temptation of st. tony,0.0,0.0,0.0,2009
15940,lost boys: the thirst,0.0,4400000.0,0.0,2010
15941,kaboom,539957.0,0.0,0.0,2010
15942,morning patrol,0.0,0.0,0.0,1987
15943,luck by chance,0.0,0.0,0.0,2009
15944,tales from the script,0.0,0.0,0.0,2009
15945,dreams on spec,0.0,0.0,0.0,2007
15946,imax mummies secrets of the pharohs,0.0,4000000.0,0.0,2007
15947,bianca beauchamp: all access,0.0,7500.0,0.0,2007
15948,el padrecito,0.0,0.0,0.0,1964
15949,budrus,0.0,0.0,0.0,2010
15950,wife! be like a rose!,0.0,0.0,0.0,1935
15951,adelheid,0.0,0.0,0.0,1970
15952,peepli [live],6900000.0,2270000.0,3.039647577092511,2010
15953,the moth,0.0,0.0,0.0,1980
15954,the girl said no,0.0,0.0,0.0,1930
15955,an american dream,0.0,0.0,0.0,1966
15956,tube tales,0.0,0.0,0.0,1999
15957,rubber,98017.0,500000.0,0.196034,2010
15958,seven days,0.0,0.0,0.0,2010
15959,shelter,851517.0,22000000.0,0.0387053181818181,2010
15960,in my sleep,0.0,0.0,0.0,2010
15961,hamlet goes business,0.0,0.0,0.0,1987
15962,barefoot gen 2,0.0,0.0,0.0,1986
15963,the trouble with dee dee,0.0,0.0,0.0,2005
15964,the early years: erik nietzsche part 1,0.0,0.0,0.0,2007
15965,jackass 3d,117224271.0,20000000.0,5.86121355,2010
15966,restrepo,1422910.0,0.0,0.0,2010
15967,road train,0.0,0.0,0.0,2010
15968,the hole,0.0,0.0,0.0,2009
15969,spring subway,0.0,0.0,0.0,2002
15970,30 days of night: dark days,0.0,0.0,0.0,2010
15971,no mercy,0.0,0.0,0.0,2010
15972,a short film about john bolton,0.0,0.0,0.0,2003
15973,waiting for 'superman',0.0,0.0,0.0,2010
15974,the west point story,0.0,0.0,0.0,1950
15975,perrierâ€™s bounty,0.0,0.0,0.0,2009
15976,where love has gone,0.0,0.0,0.0,1964
15977,suzy,0.0,0.0,0.0,1936
15978,the disappeared,0.0,0.0,0.0,2008
15979,the fox,0.0,0.0,0.0,1967
15980,the frogmen,0.0,0.0,0.0,1951
15981,jerry springer: the opera,0.0,0.0,0.0,2005
15982,red,71664962.0,58000000.0,1.2356027931034483,2010
15983,fat guy goes nutzoid,0.0,0.0,0.0,1986
15984,strip-tease,0.0,0.0,0.0,1963
15985,the other side of the mountain,0.0,0.0,0.0,1975
15986,the actress,0.0,0.0,0.0,1953
15987,in a better world,0.0,15000000.0,0.0,2010
15988,my soul to take,19829957.0,25000000.0,0.79319828,2010
15989,under the stars,0.0,0.0,0.0,2007
15990,south of the border,0.0,0.0,0.0,2009
15991,the architect,0.0,0.0,0.0,2006
15992,eyes wide open,0.0,0.0,0.0,2009
15993,borderland,0.0,0.0,0.0,2007
15994,big game,0.0,0.0,0.0,2008
15995,deadline,0.0,0.0,0.0,2009
15996,nicht alle waren mã¶rder,0.0,0.0,0.0,2006
15997,a day in the life,0.0,0.0,0.0,2009
15998,the hunt,0.0,0.0,0.0,1966
15999,my kidnapper,0.0,0.0,0.0,2010
16000,it rains in my village,0.0,0.0,0.0,1968
16001,vivere,0.0,0.0,0.0,2007
16002,provocateur,0.0,0.0,0.0,1995
16003,the olsen gang,0.0,0.0,0.0,1968
16004,the employment,0.0,0.0,0.0,2008
16005,the pear tree,0.0,0.0,0.0,1998
16006,"road, movie",0.0,0.0,0.0,2009
16007,whisper,5285197.0,12000000.0,0.4404330833333333,2007
16008,the box,0.0,0.0,0.0,2007
16009,the only son,0.0,0.0,0.0,1936
16010,there was a father,0.0,0.0,0.0,1942
16011,the perfect human,0.0,0.0,0.0,1967
16012,heartbreaker,47355187.0,8700000.0,5.443124942528736,2010
16013,of gods and men,41424067.0,4000000.0,10.35601675,2010
16014,12 storeys,0.0,0.0,0.0,1997
16015,the great ecstasy of robert carmichael,0.0,0.0,0.0,2005
16016,eastern plays,0.0,0.0,0.0,2009
16017,drum,0.0,0.0,0.0,2004
16018,bombshell,0.0,0.0,0.0,1933
16019,eastern drift,0.0,0.0,0.0,2010
16020,the gendarme gets married,0.0,0.0,0.0,1968
16021,voyage to cythera,0.0,0.0,0.0,1984
16022,le amiche,0.0,0.0,0.0,1955
16023,"the chicken, the fish and the king crab",0.0,0.0,0.0,2008
16024,paranormal activity 2,177512032.0,3000000.0,59.17067733333333,2010
16025,r,0.0,0.0,0.0,2010
16026,born to raise hell,0.0,10000000.0,0.0,2010
16027,the maze,0.0,200.0,0.0,2010
16028,the finances of the grand duke,0.0,0.0,0.0,1924
16029,the haunted castle,0.0,0.0,0.0,1921
16030,what became of us,0.0,0.0,0.0,2009
16031,counsellor at law,0.0,0.0,0.0,1933
16032,daughter from danang,0.0,0.0,0.0,2002
16033,"smell of camphor, fragrance of jasmine",0.0,0.0,0.0,2000
16034,13hrs,0.0,0.0,0.0,2010
16035,dial 1119,0.0,0.0,0.0,1950
16036,heartbeats,62985.0,0.0,0.0,2010
16037,the countess,0.0,8500000.0,0.0,2009
16038,the last american hero,0.0,0.0,0.0,1973
16039,tenderness,0.0,0.0,0.0,2009
16040,tree of knowledge,0.0,0.0,0.0,1981
16041,hereafter,105197635.0,50000000.0,2.1039527,2010
16042,black death,265318.0,0.0,0.0,2010
16043,afterwards,0.0,15400000.0,0.0,2008
16044,undisputed iii : redemption,0.0,3000000.0,0.0,2010
16045,the olsen gang on the track,0.0,0.0,0.0,1975
16046,saw: the final chapter,136150434.0,20000000.0,6.8075217,2010
16047,due date,211780824.0,65000000.0,3.2581665230769232,2010
16048,perfect strangers,0.0,0.0,0.0,1945
