,title,production_companies,revenue
26327,Sonny Boy,,0.0
26328,Vampires: The Turning,,0.0
26329,Siren,"['alcove entertainment', 'poisson rouge pictures', 'swampfish films', 'ascent media group']",0.0
26330,The Land Before Time IX: Journey to the Big Water,"['universal studios', 'universal cartoon studios']",0.0
26331,Love n' Dancing,,0.0
26332,Walking Tall: The Payback,,0.0
26333,The Way West,['harold hecht productions'],0.0
26334,Shock,['twentieth century fox film corporation'],0.0
26335,Mask Maker,,0.0
26336,Thorne: Sleepyhead,['stagereel'],0.0
26337,La Mission,,0.0
26338,Stir of Echoes: The Homecoming,['playarte'],0.0
26339,The Outrage,"['metro-goldwyn-mayer (mgm)', 'martin ritt productions']",0.0
26340,The Canterville Ghost,"['anasazi productions', 'signboard hill productions']",0.0
26341,Dirkie - Lost in the Desert,,0.0
26342,Somewhere in Sonora,['warner bros.'],0.0
26343,The Sellout,['metro-goldwyn-mayer (mgm)'],0.0
26344,Let the Good Times Roll,"['metromedia producers', 'cinema associates (iii)']",0.0
26345,The Vanishing American,['famous players-lasky corporation'],0.0
26346,Mandela,"['clinica estetico', 'island pictures']",0.0
26347,TekWar: TekJustice,['universal tv'],0.0
26348,Thunder Birds,['twentieth century fox film corporation'],0.0
26349,Murder Is My Beat,['masthead productions'],0.0
26350,Sam Peckinpah's West: Legacy of a Hollywood Renegade,,0.0
26351,The White Sister,['inspiration pictures'],0.0
26352,The Naughty Flirt,"['first national pictures', 'the vitaphone corporation']",0.0
26353,The Law and Jake Wade,['metro-goldwyn-mayer (mgm)'],0.0
26354,Without Men,,0.0
26355,Two Times Lotte,,0.0
26356,The Land Before Time VIII: The Big Freeze,['universal cartoon studios'],0.0
26357,War of the Colossal Beast,"['carmel productions', 'american international pictures (aip)']",0.0
26358,Who's Minding the Store?,['paramount pictures'],0.0
26359,The Six Million Dollar Man,['universal tv'],0.0
26360,The Love Letter,,0.0
26361,The Land Before Time X: The Great Longneck Migration,,0.0
26362,The Deadly Bees,"['paramount pictures', 'amicus productions']",0.0
26363,They Came from Beyond Space,['amicus productions'],0.0
26364,"Mumsy, Nanny, Sonny & Girly","['ronald j. kahn productions', 'brigitte', 'fitzroy films ltd.']",0.0
26365,Tales That Witness Madness,"['paramount pictures', 'amicus productions']",0.0
26366,Son of Dracula,['apple films'],0.0
26367,Craze,['harbour pictures'],0.0
26368,The Ghoul,['tyburn film productions limited'],0.0
26369,Dark Tower,,0.0
26370,Holy Water,,0.0
26371,Supernova,"['larry levinson productions', 'hallmark entertainment', 'film afrika worldwide', 'silverstar ltd.', 'the department of trade and industry of south africa']",0.0
26372,Kissin' Cousins,['four-leaf productions'],0.0
26373,Student Services,['les films du kiosque'],0.0
26374,JLA Adventures: Trapped in Time,"['dc comics', 'warner bros. animation', 'warner home video', 'dc entertainment', 'warner bros. home entertainment group']",0.0
26375,Joy Ride 3,['wt canada productions'],0.0
26376,Inside Out,['wwe studios'],0.0
26377,The Karate Dog,,0.0
26378,Since You've Been Gone,"['filmcolony', 'miramax']",0.0
26379,Peter and Vandy,,11276.0
26380,Hercules and the Amazon Women,"['renaissance pictures', 'universal television']",0.0
26381,Howling VI: The Freaks,,0.0
26382,The Comedians,"['metro-goldwyn-mayer (mgm)', 'maximillian productions', 'trianon films']",5200000.0
26383,Vi hade i alla fall tur med vÃ¤dret,['svt'],0.0
26384,Tomorrow You're Gone,['deed films'],0.0
26385,Wicked Blood,"['nazz productions', 'industrial entertainment', 'primary pictures', 'thunder smoke media', 'vmi worldwide']",0.0
26386,Killer Pad,,0.0
26387,"What Did You Do in the War, Daddy?","['united artists', 'mirisch corporation, the', 'mirisch-geoffrey productions']",0.0
26388,Rachel and the Stranger,['rko radio pictures'],0.0
26389,The Indian Fighter,['bryna productions'],0.0
26390,"Little Fish, Strange Pond",,0.0
26391,Trading Mom,"['overseas filmgroup', 'first look international', 'mommy market productions']",0.0
26392,MVP 2: Most Vertical Primate,"['canadian film or video production tax credit (cptc)', 'keystone family pictures', 'government of british columbia film incentive bc program']",0.0
26393,Air Bud: Seventh Inning Fetch,"['fetch boy films ltd.', 'international keystone entertainment', 'keystone pictures']",0.0
26394,Chestnut: Hero of Central Park,,0.0
26395,Spymate,"['tã©lã©film canada', 'spychimp productions', 'keystone family pictures']",0.0
26396,Air Buddies,,0.0
26397,The Search for Santa Paws,"['walt disney studios home entertainment', 'key pix productions', 'keystone entertainment', 'santa paws productions']",0.0
26398,Spooky Buddies,"['walt disney studios home entertainment', 'key pix productions', 'spooky buddies productions']",0.0
26399,Treasure Buddies,"['walt disney studios home entertainment', 'key pix productions', 'treasure buddies productions']",0.0
26400,Santa Paws 2: The Santa Pups,['walt disney studios home entertainment'],0.0
26401,Super Buddies,['key pix productions'],0.0
26402,Malicious,['republic pictures'],0.0
26403,White Tiger,"['keystone pictures', 'den pictures inc.', 'gail force films inc.', 'evergreen entertainment']",0.0
26404,Warlock III: The End of Innocence,['trimark pictures'],0.0
26405,The Lost Tribe,"['rebel film bv', 'avatar entertainment group']",0.0
26406,Jim Thorpe â€“ All-American,['warner bros.'],0.0
26407,Guns for San Sebastian,"['filmes cinematografica', 'metro-goldwyn-mayer (mgm)', 'compagnie internationale de productions cinã©matographiques (cipra)', 'producciones enrã\xadquez s.a.']",0.0
26408,Assault of the Party Nerds,,0.0
26409,Assault of the Party Nerds 2,,0.0
26410,Popstar,['tag entertainment'],0.0
26411,Miracle Dogs Too,"['tag entertainment', 'animal film llc']",0.0
26412,InSight,"['\xa0braeburn entertainment', '\xa0check entertainment', 'g.c. pix\xa0']",17011.0
26413,Imaginary Friend,"['braeburn entertainment', '180 degrees', 'check entertainment', 'fishcorb films', 'scatena & rosner films']",0.0
26414,In the Dark,"['check entertainment', 'fishcorb films', 'pokeprod', 'in the dark']",0.0
26415,Non-Stop,['check entertainment'],0.0
26416,Expecting Amish,['check entertainment'],0.0
26417,Rough Riders,"['larry levinson productions', 'turner pictures (i)', 'affinity entertainment', 'esparza / katz productions']",0.0
26418,The Devil's Brother,['hal roach studios'],0.0
26419,TekWar: TekLab,"['universal tv', 'alliance communications corporation']",0.0
26420,TekWar: TekLords,['universal tv'],0.0
26421,Musical Chairs,,0.0
26422,Night Song,"['rko radio pictures', 'john cromwell productions']",0.0
26423,John Loves Mary,['warner bros.'],0.0
26424,The Underneath,['monument pictures'],0.0
26425,The Deep Six,['jaguar productions'],0.0
26426,The Delay,,0.0
26427,The Telegraph Trail,['warner bros.'],0.0
26428,No Orchids for Miss Blandish,['tudor-alliance'],0.0
26429,The Moonlighter,"['warner bros.', 'joseph bernhard productions inc.']",0.0
26430,Nervous Ticks,,0.0
26431,Man of the Moment,,0.0
26432,Oliver Twist,"['norman rosemont productions', 'claridge productions', 'grafton productions']",0.0
26433,Pretty Devils,,0.0
26434,The Underworld Story,['united artists'],0.0
26435,Music for Millions,"[""loew's"", 'metro-goldwyn-mayer (mgm)']",0.0
26436,My Gal Sal,['twentieth century fox film corporation'],0.0
26437,Wild Orchids,['metro-goldwyn-mayer (mgm)'],0.0
26438,Movers & Shakers,['united artists'],0.0
26439,The Rainbow Tribe,['international production company'],0.0
26440,Nancy Drew... Trouble Shooter,['warner bros.'],0.0
26441,Mosquita y Mari,"['indion entertainment group', 'maya entertainment']",0.0
26442,The Defector,"['pecf', 'rhein main']",0.0
26443,Graveyard Shift,['ctb film company'],0.0
26444,Jabberwock Dragon Siege,"['bron studios', 'american world pictures (awp)']",0.0
26445,Sunday Too Far Away,['south australian film corporation'],0.0
26446,The Moon and Sixpence,['david l. loew-albert lewin'],0.0
26447,Nana,['les films jean renoir'],0.0
26448,Heaven with a Gun,"['king brothers productions', 'metro-goldwyn-mayer (mgm)']",0.0
26449,Nancy Drew and the Hidden Staircase,['warner bros.'],0.0
26450,Stranded,['phoenician entertainment'],0.0
26451,Moscow Chill,,0.0
26452,Nancy Drew: Detective,['warner bros.'],0.0
26453,True Adolescents,,0.0
26454,The Captain Hates the Sea,['columbia pictures corporation'],0.0
26455,The Little Rascals Save the Day,"['universal pictures', 'capital arts entertainment']",0.0
26456,"Love, Cheat & Steal","['motion picture corporation of america (mpca)', 'showtime networks']",0.0
26457,Ticket Out,,0.0
26458,Love Nest,['twentieth century fox film corporation'],0.0
26459,Jigsaw,,0.0
26460,Oliver Twist,['wgbh'],0.0
26461,S*P*Y*S,"['twentieth century fox film corporation', 'american film properties', 'dymphana']",0.0
26462,Older Than America,['tribal alliance'],0.0
26463,Murders in the Rue Morgue,['american international pictures (aip)'],0.0
26464,The Piano Player,,0.0
26465,Miracle in the Rain,['warner bros.'],0.0
26466,The Man Who Came Back,"['company pictures', 'gudegast braeden productions', 'scott hamilton public relations', 'stephen bowen productions']",0.0
26467,More Than a Miracle,"['cinecittã\xa0', 'les films concordia', 'metro-goldwyn-mayer (mgm)', 'compagnia cinematografica champion']",0.0
26468,Waterborne,,0.0
26469,Oblivion,['full moon entertainment'],0.0
26470,Mosquito Squadron,['oakmont productions'],0.0
26471,Night of Dark Shadows,"['metro-goldwyn-mayer (mgm)', 'dan curtis productions']",0.0
26472,The Thirst,,0.0
26473,Mostly Ghostly,"['commotion pictures', 'mostly ghostly', 'cetus prodution']",0.0
26474,Muscle Beach Party,['alta vista productions'],0.0
26475,The Old Dark House,['hammer film productions'],0.0
26476,Necrosis,,0.0
26477,Hot Water,,0.0
26478,The Thirteen Assassins,,0.0
26479,Nemesis 4: Death Angel,"['filmwerks', 'imperial entertainment']",0.0
26480,Nemesis 3: Time Lapse,"['filmwerks', 'imperial entertainment']",0.0
26481,None But the Brave,"['toho film (eiga) co. ltd.', 'warner bros.']",0.0
26482,The 7 Adventures of Sinbad,['the asylum'],0.0
26483,My 5 Wives,"['artisan entertainment', 'blue rider pictures', 'redwood films']",0.0
26484,My Brother the Pig,,0.0
26485,Napoleon,"['australian film finance corporation (affc)', 'adelaide motion picture company', 'film austalia']",0.0
26486,Jack Frost,['rankin/bass productions'],0.0
26487,Love Birds,,0.0
26488,Monster,"['asylum, the']",0.0
26489,The Road Killers,"['miramax films', 'dimension films', 'john flock productions']",0.0
26490,The Curse of the Mummy's Tomb,['hammer film productions'],0.0
26491,Stick,['universal pictures'],0.0
26492,Tic Tac,"['sandrews', 'svenska filminstitutet (sfi)']",0.0
26493,The 39 Steps,['the rank organisation'],0.0
26494,Kandahar,"['fawzi vision', 'magic picture', 'rekun cinema']",15172408.0
26495,The Duchess and the Dirtwater Fox,['twentieth century fox film corporation'],0.0
26496,Skyjacked,['walter seltzer productions'],0.0
26497,The Millionairess,['dimitri de grunwald production'],0.0
26498,Legacy,['black camel pictures'],0.0
26499,The New Centurions,"['columbia pictures', 'chartoff-winkler productions']",0.0
26500,Sands Of Oblivion,['starz productions'],0.0
26501,Tempted,,0.0
26502,Piranha,"['showtime networks', 'concorde-new horizons']",0.0
26503,Just 4 Kicks,,0.0
26504,Intermedio,['the asylum'],0.0
26505,The Last Flight,['first national pictures'],0.0
26506,Space Chimps 2: Zartog Strikes Back,['wonderworld studios'],0.0
26507,Pack Up Your Troubles,['hal roach studios'],0.0
26508,The Tooth Fairy,,0.0
26509,"If It's Tuesday, This Must Be Belgium",['wolper pictures'],0.0
26510,The Bad Mother's Handbook,"['ruby films', 'abc studios', 'cabloom!']",0.0
26511,Starlift,['warner bros.'],0.0
26512,Too Young To Kiss,['metro-goldwyn-mayer (mgm)'],0.0
26513,The Firefly,['metro-goldwyn-mayer (mgm)'],0.0
26514,Naked Violence,"['cineproduzioni daunia 70', 'belfagor cinematografica']",0.0
26515,The Italian Connection,,0.0
26516,Seduction,,0.0
26517,Loaded Guns,['cineproduzioni daunia 70'],0.0
26518,Kidnap Syndicate,['cinemaster s.r.l.'],0.0
26519,Rulers of the City,"['divina-film', 'seven star film', 'cineproduzioni daunia 70']",0.0
26520,To Be Twenty,['international daunia film'],0.0
26521,Torrente 4: Lethal crisis,"['antena 3 films', 'amiguetes entertainment', 'canal+ espaã±a']",0.0
26522,Torrente 5: OperaciÃ³n Eurovegas,"['amiguetes entertainment', 'telefã³nica studios', 'atresmedia cine']",11672363.0
26523,I Want You,['zeta audiovisual'],0.0
26524,Mad Max: Fury Road,"['village roadshow pictures', 'kennedy miller productions', 'warner bros.']",378858340.0
26525,Insidious: Chapter 3,['sony pictures'],104303851.0
26526,Star Wars: The Force Awakens,"['lucasfilm', 'truenorth productions', 'bad robot']",2068223624.0
26527,Ben-Hur,"['paramount pictures', 'metro-goldwyn-mayer (mgm)', 'sean daniel company', 'lightworkers media']",94061311.0
26528,Warcraft,"['universal pictures', 'atlas entertainment', 'legendary pictures', 'blizzard entertainment']",433677183.0
26529,Avengers: Age of Ultron,"['marvel studios', 'prime focus', 'revolution sun studios']",1405403694.0
26530,Avatar 2,"['twentieth century fox film corporation', 'lightstorm entertainment', 'river road entertainment', 'tsg entertainment']",0.0
26531,Pirates of the Caribbean: Dead Men Tell No Tales,"['walt disney pictures', 'jerry bruckheimer films', 'infinitum nihil', 'moving picture company (mpc)']",794191988.0
26532,Justice League,"['dc comics', 'kennedy miller productions', 'lin pictures', 'warner bros.', 'dc entertainment', 'ratpac-dune entertainment', 'cruel and unusual films']",0.0
26533,Ant-Man,['marvel studios'],519311965.0
26534,Fantastic Four,"['twentieth century fox film corporation', 'marv films', 'marvel entertainment', 'constantin film.', 'moving picture company (mpc)', 'tsg entertainment', 'genre films']",167977596.0
26535,Deadpool,"['twentieth century fox film corporation', 'marvel entertainment', ""the donners' company"", 'tsg entertainment', 'kinberg genre']",783112979.0
26536,Thor: Ragnarok,"['walt disney pictures', 'marvel studios']",0.0
26537,Guardians of the Galaxy Vol. 2,"['walt disney pictures', 'marvel studios']",863416141.0
26538,Captain America: Civil War,"['studio babelsberg', 'marvel studios', 'walt disney studios motion pictures', 'vita-ray dutch productions (iii)', 'deluxe digital studios']",1153304495.0
26539,Doctor Strange,"['walt disney pictures', 'marvel studios']",677718395.0
26540,X-Men: Apocalypse,"['twentieth century fox film corporation', ""donners' company"", 'marvel entertainment', 'bad hat harry productions', 'tsg entertainment', 'kinberg genre']",543934787.0
26541,Manolito Four Eyes,"['vã\xada digital', 'filmax']",0.0
26542,El robobo de la jojoya,['aligator producciones'],3370574.0
26543,Elsa & Fred,"['riverside entertainment', 'rio negro', 'media house capital', 'cuatro plus films', 'defiant pictures', 'creative andina']",0.0
26544,Soccer Days,"['telespan 2000', 'estudios picasso']",12212123.0
26545,Too Late Blues,['paramount pictures'],0.0
26546,Melbourne,,0.0
26547,Clear History,"['fox searchlight pictures', 'hbo films']",0.0
26548,The Identical,"['city of peace films', 'identical production company']",0.0
26549,The Trans-Atlantic Mystery,['warner bros.'],0.0
26550,The Gamers: Hands of Fate,['zombie orpheus entertainment'],0.0
26551,Love at First Fight,"['haut et court', 'canal+', 'cinã©+', 'centre national de la cinã©matographie (cnc)', 'appaloosa films', 'cofinova 10', 'nord-ouest productions', 'rã©gion aquitaine', 'dã©partement des pyrã©nã©es-atlantiques', 'cofimage 25', 'palatine ã‰toile 11']",23598.0
26552,Mare Nostrum,['metro-goldwyn-mayer (mgm)'],0.0
26553,Skylark,['paramount pictures'],0.0
26554,Scorpio One,"['royal oaks entertainment inc.', 'cabin fever entertainment']",0.0
26555,The Gambler Returns: The Luck Of The Draw,,0.0
26556,The Affairs of Annabel,['rko radio pictures'],0.0
26557,Montana Belle,"['rko radio pictures', 'fidelity-vogue pictures inc.']",0.0
26558,The Clown,['metro-goldwyn-mayer (mgm)'],0.0
26559,In the Blood,"['tla releasing', 'superstitious entertainment (ii)']",0.0
26560,Lizzie,['bryna productions'],0.0
26561,Magic Boy,,0.0
26562,Someone to Love,,0.0
26563,The Savage Seven,"['dick clark productions', 'american international pictures (aip)']",0.0
26564,One More Time,,0.0
26565,I Don't Buy Kisses Anymore,,0.0
26566,Night Unto Night,['warner bros.'],0.0
26567,Heidi,['praesens-film'],0.0
26568,Sidewalks of New York,['metro-goldwyn-mayer (mgm)'],0.0
26569,Mary Stevens M.D.,"['warner bros.', 'the vitaphone corporation']",0.0
26570,The Prize,"['instituto mexicano de cinematografã\xada (imcine)', 'fondo para la producciã³n cinematogrã¡fica de calidad (foprocine)', 'polski instytut sztuki filmowej', 'kung works', 'fonca', 'niko film', 'consejo nacional para la cultura y las artes (conaculta)', 'fonds sud cinã©ma', 'c.i.d.c. altamira fil altamira films', 'mille et une films', 'world cinema fund', 'iz films']",0.0
26571,Man Made Monster,['universal pictures'],0.0
26572,Horror Island,['universal pictures'],0.0
26573,Sealed Lips,['universal pictures'],0.0
26574,Aces Go Places V: The Terracotta Hit,,0.0
26575,Pagan Love Song,['metro-goldwyn-mayer (mgm)'],0.0
26576,The Golden Age of Comedy,,0.0
26577,Stalingrad,['mosfilm'],0.0
26578,The Tsunami and the Cherry Blossom,,0.0
26579,"Goodbye, Mr. President",['skandia-filmi oy'],0.0
26580,Sankofa,"['channel four films', 'westdeutscher rundfunk (wdr)', 'norddeutscher rundfunk (ndr)', 'mypheduh films', 'diproci', 'negod-gwad productions', 'ghana national commission on culture']",2691899.0
26581,Teza,"['pandora filmproduktion', 'unlimited', 'negod-gwad productions']",0.0
26582,Red Dust,"['hong kong pineast pictures', 'tomson films']",0.0
26583,Talk About a Stranger,['metro-goldwyn-mayer (mgm)'],0.0
26584,Right Cross,['metro-goldwyn-mayer (mgm)'],0.0
26585,Heidi,,0.0
26586,The Miracle Worker,['walt disney television'],0.0
26587,Return of Sabata,"['les productions artistes associã©s', 'jadran film', 'artemis film', 'produzioni europee associati (pea)']",0.0
26588,The McKenzie Break,,0.0
26589,Mercy,['ifc films'],0.0
26590,Happily N'Ever After 2,"['kickstart productions', 'baf berlin animation film']",0.0
26591,Left for Dead,,0.0
26592,Hotel,,0.0
26593,The Hearse,['crown international pictures'],0.0
26594,Voyage of the Unicorn,,0.0
26595,The Geisha Boy,['paramount pictures'],0.0
26596,The Phantom of the Opera,"['beta film', 'reteitalia', 'tf1', 'hexatel', 'saban/scherick productions', 'saban international n.v.', 'starcom']",0.0
26597,P.U.N.K.S,"['osmosis', 'goldbar entertainment', 'unapix entertainment productions']",0.0
26598,When a Man Falls,,0.0
26599,Springfield Rifle,['warner bros.'],0.0
26600,Why Be Good?,['first national pictures'],0.0
26601,The Expedition to the End of the World,,0.0
26602,Jealousy,"['integral film', 'sbs productions', 'wild bunch distribution']",0.0
26603,The Radio Burglary,['suomen filmiteollisuus'],0.0
26604,A Dangerous Place,['pm entertainment group'],0.0
26605,Magic Kid,['pm entertainment group'],0.0
26606,The Hoodlum Priest,"['united artists', 'murray-wood productions']",0.0
26607,The Divine Woman,['metro-goldwyn-mayer (mgm)'],0.0
26608,The Gangster,['king brothers productions'],0.0
26609,Russkies,,2189047.0
26610,Hercules and the Lost Kingdom,"['renaissance pictures', 'pacific renaissance pictures ltd.', 'universal television']",0.0
26611,Rites of Passage,"['atmosphere entertainment mm', 'voltage pictures', 'demarest films', 'morningstar films', 'party killer films']",0.0
26612,The Suspect,,0.0
26613,Mongolian Death Worm,['black chrome productions'],0.0
26614,Winter Break,['candlelight pictures'],0.0
26615,The Facility,"['vertigo entertainment', 'national film and television school (nfts)']",0.0
26616,Shredderman Rules,,0.0
26617,Man on Fire,"['tristar pictures', '7 films cinã©ma', 'cima produzioni']",0.0
26618,Piranha Hunt,['rekun tv'],0.0
26619,Ironclad 2: Battle for Blood,"['mythic international entertainment', 'gloucester place films', 'international pictures one']",0.0
26620,Voices,"['happy end filmproductions ab', 'mogabi pictures']",0.0
26621,The Land Before Time XI: Invasion of the Tinysauruses,,0.0
26622,See Girl Run,,0.0
26623,Ritual,"['silver pictures', 'rko pictures']",0.0
26624,Head Office,"['tristar pictures', 'home box office (hbo)']",0.0
26625,Jim Jefferies: I Swear to God,['hbo'],0.0
26626,Social Nightmare,"['the asylum', 'choices', 'go2 digital media']",0.0
26627,Once Fallen,"['freedom films', 'emmett/furla films', 'bravado pictures']",0.0
26628,The Magic Box,['festival film productions'],0.0
26629,The Adventures of Tartu,['metro-goldwyn-mayer (mgm)'],0.0
26630,Knight Without Armour,['london film productions'],0.0
26631,Suddenly,"['sonet film ab', 'film i vã¤st', 'drama svecia']",0.0
26632,Winning Streak,"['televisiã³n espaã±ola tve', 'afrodita audiovisual, a.i.e.', 'alea docs & films', 'bausan films', 'icic', 'thekraken films, a.i.e.']",0.0
26633,The Flesh and the Fiends,['triad productions'],0.0
26634,The Lion Has Wings,['london film productions'],0.0
26635,Sanders of the River,['london film productions'],0.0
26636,The Macomber Affair,"['united artists', 'benedict bogeaus production']",0.0
26637,A Woman's Vengeance,,0.0
26638,"Cry, the Beloved Country",['london film productions'],0.0
26639,Address Unknown,['columbia pictures corporation'],0.0
26640,The Great Man,['universal'],0.0
26641,I Accuse!,['metro-goldwyn-mayer (mgm)'],0.0
26642,State Fair,['twentieth century fox film corporation'],0.0
26643,Kill Katie Malone,"['scatena & rosner films', 'artifact 2613', 'illuminary pictures']",0.0
26644,The First of the Few,['british aviation pictures'],0.0
26645,The Sacketts,,0.0
26646,Rio Conchos,['twentieth century fox film corporation'],0.0
26647,Hercules and the Circle of Fire,['renaissance pictures'],0.0
26648,June Bride,['warner bros.'],0.0
26649,Without Reservations,['rko radio pictures'],0.0
26650,Katherine,,0.0
26651,Roswell,,0.0
26652,The Ballad of Lucy Whipple,['craig anderson productions'],0.0
26653,Taken,['dreamworks skg'],0.0
26654,They Fought for Their Motherland,['mosfilm'],0.0
26655,Welcome to Hard Times,['metro-goldwyn-mayer (mgm)'],0.0
26656,The Lost Continent,"['seven arts productions', 'hammer film productions']",0.0
26657,The Incredible 2-Headed Transplant,"['harlequin pictures', 'mutual general corp.']",0.0
26658,Scrooge,['paramount pictures'],0.0
26659,Knife Fight,['divisadero pictures'],0.0
26660,Suddenly,"['canadian film or video production tax credit (cptc)', 'nasser entertainment group', 'odyssey media']",0.0
26661,Tornado!,"['hallmark entertainment', 'von zerneck sertner films']",0.0
26662,The Opposite Sex,['metro-goldwyn-mayer (mgm)'],0.0
26663,Mischief Night,['lions gate'],0.0
26664,Saratoga,['metro-goldwyn-mayer (mgm)'],0.0
26665,Legendary: Tomb of the Dragon,"['china film group', 'midsummer films', 'ripken productions']",0.0
26666,Red Riding Hood,,0.0
26667,Hitler: The Last Ten Days,"['paramount pictures', 'metro-goldwyn-mayer', 'west film', 'wolfgang reinhardt productions']",0.0
26668,The Man from the Alamo,['universal international pictures (ui)'],0.0
26669,Lucrezia Borgia,,0.0
26670,I Accuse,,0.0
26671,Tower of Nesle,,0.0
26672,Heatseeker,['filmwerks'],0.0
26673,Lovers Like Us,"['lira films', 'produzioni artistiche internazionali']",0.0
26674,The Unholy,"['vestron pictures', 'team effort', 'limelite studios']",0.0
26675,Invitation to a Gunfighter,"['stanley kramer productions', 'hermes productions', 'larcas productions']",0.0
26676,The Hornet's Nest,['highroad entertainment'],0.0
26677,Jimmy the Gent,['warner bros.'],0.0
26678,Rain Fall,['rainfall films'],0.0
26679,My Way,"['studiocanal', 'lgm productions']",29193330.0
26680,Sisters,['edward r. pressman film'],0.0
26681,Cat's Play,['hunnia jã¡tã©kfilmstãºdiã³'],0.0
26682,The House Under the Rocks,['hunnia filmstãºdiã³'],0.0
26683,Struggle in the Valley,['nile cinema company'],0.0
26684,Two Smart People,['metro-goldwyn-mayer (mgm)'],0.0
26685,The Command,['warner bros.'],0.0
26686,Mockery,['metro-goldwyn-mayer (mgm)'],0.0
26687,The Inspector,['red lion'],0.0
26688,Hotel California,,0.0
26689,Project Shadowchaser II,"['nu image films', 'egm film international']",0.0
26690,Nine Hours to Rama,"['red lion', 'twentieth century-fox productions']",0.0
26691,Lotte from Gadgetville,,0.0
26692,Man-Proof,['metro-goldwyn-mayer (mgm)'],0.0
26693,Tales from Muppetland: The Frog Prince,,0.0
26694,Man of the Moment,['warner brothers-first national productions'],0.0
26695,Orion's Key,,0.0
26696,Nowhere to Go,['ealing studios'],0.0
26697,Private Detective 62,['warner bros.'],0.0
26698,Newlyweeds,,0.0
26699,Return to Nim's Island,['universal pictures germany gmbh'],0.0
26700,The Last Gangster,['metro-goldwyn-mayer (mgm)'],0.0
26701,Meskada,,0.0
26702,Curtain Call,['longfellow productions'],0.0
26703,Three Guys Named Mike,['metro-goldwyn-mayer (mgm)'],0.0
26704,Wreckage,['xanthus pictures'],0.0
26705,Monster Island,"['insight film studios', 'shavick entertainment', 'mtv productions']",0.0
26706,Wuthering Heights,,0.0
26707,Certain Fury,"['metro-goldwyn-mayer', 'new world pictures']",0.0
26708,Talking to Heaven,"['once upon a time films', 'columbia broadcasting system (cbs)', 'nitelite entertainment', 'gaslight pictures']",0.0
26709,Girl Fight,"['front street pictures', 'media nation']",0.0
26710,Roma,"['aristarain p.c.', 'estudios flomenbaun abogados']",0.0
26711,The Last House in the Woods,,0.0
26712,Out of Bounds,"['columbia pictures corporation', 'delphi v productions', 'fries entertainment', 'fogbound productions']",5099316.0
26713,The Derby Stallion,,4000000.0
26714,Jewtopia,"['oops doughnuts productions', 'tooley productions']",0.0
26715,His and Hers,,0.0
26716,Light in the Piazza,['metro-goldwyn-mayer (mgm)'],0.0
26717,Malta Story,"['j. arthur rank organisation', 'british film-makers']",0.0
26718,The Land Before Time XII: The Great Day of the Flyers,,0.0
26719,Payment on Demand,['gwenaud productions'],0.0
26720,Storm Warning,['warner bros.'],0.0
26721,The Substitute 4: Failure Is Not an Option,,0.0
26722,Nas: Time Is Illmatic,"['tribeca film', 'illa films']",0.0
26723,Small Town Saturday Night,['perfect weekend'],0.0
26724,Ricky Gervais: Out of England 2 - The Stand-Up Special,"['home box office (hbo)', 'moffitt-lee productions', 'gervais ink']",0.0
26725,The Hunters,"['content media corp.', 'raindance entertainment', 'eh-okay', 'arc entertainment']",0.0
26726,High Barbaree,['metro-goldwyn-mayer (mgm)'],0.0
26727,The Girl from Missouri,['metro-goldwyn-mayer (mgm)'],0.0
26728,Hell Below,['metro-goldwyn-mayer (mgm)'],0.0
26729,While the City Sleeps,['metro-goldwyn-mayer (mgm)'],0.0
26730,The Christmas Party,['fridthjof film'],0.0
26731,The Poor Little Rich Girl,['artcraft pictures corporation'],0.0
26732,Hercules in the Maze of the Minotaur,"['renaissance pictures', 'universal television']",0.0
26733,The Great St. Trinian's Train Robbery,,0.0
26734,Geordie,['argonaut film'],0.0
26735,The Blue Lagoon,['individual pictures'],0.0
26736,Millions Like Us,['gainsborough pictures'],0.0
26737,In the Name of the King III,,0.0
26738,Invasion,,0.0
26739,Last Rites,,0.0
26740,Hercules in the Underworld,['renaissance pictures'],0.0
26741,Roving Mars,"['walt disney pictures', 'the kennedy/marshall company', 'white mountain films', 'national aeronautics and space administration (nasa)', 'lockheed martin']",0.0
26742,Tempo,['grosvenor park productions'],0.0
26743,Jim Jefferies: Alcoholocaust,,0.0
26744,Thorne: Scaredycat,,0.0
26745,Shoot Out,['universal pictures'],0.0
26746,Terror Trap,"['most wanted films', 'dan garcia productions', 'dmg holdings']",0.0
26747,That Certain Woman,"['first national pictures', 'warner bros.']",0.0
26748,Hold Your Man,['metro-goldwyn-mayer (mgm)'],0.0
26749,Love,,0.0
26750,The Twilight of the Golds,"['regent entertainment', 'showtime networks', 'below the belt entertainment']",0.0
26751,The Major,['rockfilm'],0.0
26752,The Ghost Train,['gainsborough pictures'],0.0
26753,One Spy Too Many,['metro-goldwyn-mayer (mgm)'],0.0
26754,The Spy in the Green Hat,['arena productions'],0.0
26755,Tribes,,0.0
26756,Maybe I'll Come Home in the Spring,,0.0
26757,Hustling,,0.0
26758,The Night That Panicked America,"['paramount television', 'the culzean corporation']",0.0
26759,Goldengirl,['backstage productions'],0.0
26760,Playing for Time,['szygzy productions'],0.0
26761,Memorial Day,,0.0
26762,Terrible Joe Moran,,0.0
